,n113,n114,n115,n116,n117,n118,n119,n121,markers
Q8VCW8,0.08146672876505463,0.13148520671840108,0.060298127453922254,0.1514983631359493,0.7761569749738679,0.3804961817096819,0.11699085103881071,0.027582874746115062,unknown
Q91VD9,0.17142473621638465,0.2661261147902749,0.12068433414433155,0.1569394404778762,0.5393199792281063,0.32878370804143914,0.15121173779836966,0.047924334304843566,unknown
Q91VR2,0.0755231162277672,0.0894332653116299,0.046639614203629026,0.10384253954567647,0.8372930982041756,0.40626647604872035,0.1422728251040402,0.0221085396998742,Mitochondrion
Q91W43,0.1492985290622158,0.16749666843773414,0.06934383598323537,0.13047877297519123,0.584995881994594,0.28332348394417706,0.1207868048450866,0.17654911430852577,unknown
Q922B2,0.11277048061323806,0.16159995827147605,0.06679937466736253,0.09295432947911593,0.13453729081019217,0.1684397086327403,0.16857128913116923,0.5418979004461336,Cytosol
Q99KE1,0.07148009365238572,0.1379855650292286,0.041573738284203125,0.1387223331114277,0.7737581367249678,0.37849903032806675,0.13288382191218062,0.04050073494016746,Mitochondrion
Q99M87,0.08763765887576842,0.10666013120631213,0.04643996379303066,0.13008662721437314,0.7630992562419492,0.32053301178843,0.11290167583006291,0.11729794570103043,unknown
Q99MD9,0.05614103613239811,0.0725152947997857,0.026522626298384425,0.04429983479983983,0.04196266796632042,0.044894719138263525,0.024869021563652265,0.9227792834245382,unknown
Q99MN1,0.14643491795629848,0.18457193772366118,0.05106450915467423,0.10080741519421957,0.21662374297829037,0.12833629955164158,0.06165568239346998,0.580129311673222,unknown
Q99P72,0.29882947478251054,0.4462504590511575,0.2546753238534362,0.33928646368380416,0.3493377617420787,0.1441498165589214,0.057377834862387164,0.015334469177777272,unknown
Q9CPR5,0.09055585262924716,0.21706334824238233,0.08702885330721317,0.143662434441837,0.7532684212420085,0.33265756105208144,0.12746105640407196,0.027402130264534124,Mitochondrion
Q9CPV4,0.10793218773521501,0.1737788146438804,0.07283204732906443,0.0834898684734401,0.17972634755438743,0.16614062207948962,0.08177051751434458,0.5858646521034648,unknown
Q9CWK8,0.21103702189864953,0.5769636272937484,0.1526774611734951,0.2575000895106758,0.15013948064187838,0.11083449746809756,0.06945948516892303,0.2532407073032695,unknown
Q9D1Q6,0.10415385532812757,0.239769719886981,0.24393362686267464,0.33910664650362665,0.516205927971668,0.21783764388269655,0.0970644319954588,0.017329627772683338,Endoplasmic reticulum
Q9D1R9,0.20889403527470662,0.2343895919648681,0.06621406375617887,0.18064345002237644,0.2889378785289183,0.1916360937614266,0.3682084517424206,0.13333128989855295,60S Ribosome
Q9D6R2,0.05247277473041168,0.06451958937144438,0.06163408458981734,0.09595244518730095,0.8457940806484071,0.38638813226268587,0.19909796623378007,0.012977964580795018,Mitochondrion
Q9DB20,0.025959504947205957,0.05272984454270894,0.018270529925083427,0.13197755898861163,0.9677692477042064,0.4268897274078911,0.08589484403641098,5.940973117348941e-07,Mitochondrion
Q9DB77,0.08727994675484671,0.12442117797499716,0.04148007176904033,0.12391569157820687,0.7803603898322368,0.4001791713565827,0.14465518189005916,0.021780339613392513,Mitochondrion
Q9EP69,0.22089982640485062,0.4348941900571877,0.10004787903022316,0.3562650707755492,0.3706183653068575,0.2354854635237944,0.06335413718298098,0.020685811034038496,unknown
Q9EPE9,0.2426338740899545,0.38641540013841197,0.1369621866138451,0.2026031346597558,0.3084418315115926,0.21372225311510434,0.2229947789735046,0.08502067241292056,unknown
Q9ERU9,0.1345512520807724,0.1505352910538442,0.059411705185186604,0.12402407584902153,0.20397383391347343,0.449256532519251,0.3351894786572951,0.12631492593623178,unknown
Q9QXX4,0.08097817750379573,0.1147258563794686,0.041868500047949044,0.14383996828435552,0.8424563166205687,0.37644292075444763,0.10215237229508589,0.02592164875558147,Mitochondrion
Q9QZQ1,0.5168073249335571,0.5722727417204472,0.15760262822282858,0.20024353493640015,0.19199860389645673,0.07869282084854677,0.06558025733340851,0.1570278814559554,unknown
Q9WTP6,0.07074236853534312,0.1183158177157762,0.03713099611425158,0.18253561992703757,0.7826769039144806,0.3905127424719471,0.080794391121596,0.035528049235362597,unknown
Q9WTQ5,0.169340528294293,0.2538159176297476,0.08099842886435789,0.16144748549727173,0.509140979742687,0.26920081624226655,0.06683196178324959,0.19344068814757007,unknown
Q9WUA2,0.18210297691692032,0.2208479601513411,0.03917779300578852,0.11644452830687788,0.1733836092446689,0.32182829340499247,0.3108009215019396,0.22601512888171665,unknown
Q9WUM5,0.09063558413649035,0.08905066250140498,0.058814621404537526,0.13431147500688892,0.7854473112793059,0.3358565854121715,0.1451949758729159,0.06513257393049605,unknown
Q9Z2I9,0.061045505013664444,0.09158322936783796,0.046639792241768896,0.11470498320808077,0.8223683839991116,0.4027307622350118,0.14795082689994507,0.025754934408455932,Mitochondrion
A2A7S7,0.10508544436113437,0.18388131751071665,0.05835012509579592,0.09264433688309127,0.12165134328491865,0.16369609435913327,0.10627869477426315,0.5978586396908194,unknown
Q3THH1,0.23042891608512803,0.37227324404021983,0.18404940689479998,0.3200976322331379,0.41413803744424543,0.2256033515497852,0.0680695262464414,0.01722924038749422,unknown
Q3U3J1,0.08505425559046309,0.11388503818120467,0.034736907630685536,0.14086655691090955,0.8089713377004967,0.41896998279518977,0.07737483925432333,0.033638444461966156,unknown
O08709,0.14410844378011542,0.19180275777839909,0.0438308891873258,0.06688783305874446,0.058054397373455045,0.02431326934258641,0.019620878293816743,0.8148345962331123,unknown
O09159,0.3155190175596302,0.4926903344520056,0.16710008786925543,0.3374639039611532,0.3902885974055362,0.1200458623765805,0.052321021052423956,0.02704703443246596,Lysosome
O35405,0.36335772071109856,0.5449383461629229,0.2116073127608055,0.33360717170998866,0.2606705247826482,0.10875141523423414,0.05750934155496973,0.045273796101809836,Lysosome
O35682,0.6253153401175089,0.7991622040240931,0.08308077152536295,0.23259747548725956,0.20978996573670916,0.12947421759823521,0.01811227353557681,0.00017083229132849062,unknown
O35887,0.2049816372471355,0.336289268191542,0.1528835420098141,0.33321826212403144,0.4407058196718125,0.23351551807994003,0.0762609364732425,0.0184753645696388,Endoplasmic reticulum
O55131,0.19009607090156028,0.20624198974271546,0.06464530914677631,0.11452271196066369,0.17188972063365496,0.2948688654526129,0.3649821675510351,0.20075894358864063,unknown
O70318,0.7730090593995614,0.7103402138249276,0.10270874973914715,0.22355735746076089,0.20323965656417714,0.055028369222457824,0.018241297809793583,0.024571335309948986,unknown
O88696,0.16714203701181726,0.2852139591905773,0.05093988921441333,0.15370675075702944,0.5166575309897751,0.24464758050457033,0.10224384481202407,0.19060615370778014,Mitochondrion
P07356,0.39942331601222625,0.5653384040925604,0.07001756011486188,0.23677976263948824,0.18269699176483828,0.19528399554426532,0.0805723594045687,0.12479386409193893,unknown
P08226,0.33476432004051043,0.4927320661867006,0.0953292658528504,0.3168462964119512,0.3753990429614863,0.20946688854329515,0.043384551733905694,0.010909147779998123,unknown
P09411,0.10885838471229423,0.1397517980762954,0.04087012115902697,0.03476177012699633,0.02346702443550115,0.007700852028692887,0.007014284834825993,0.925180647215402,Cytosol
P10639,0.04339553362035555,0.09266232672015401,0.016549056018663414,0.045087567074265686,0.04848337194982416,0.046323579416542665,0.01554882167458051,0.9266733010296313,unknown
P11440,0.2432235258974282,0.2679086131663702,0.07285700541726836,0.12590296517447608,0.1757292709722985,0.3460450823650195,0.25531655240736906,0.1746708006903346,unknown
P12787,0.06068101167957297,0.09724354615512168,0.024322991591009917,0.15699059574692004,0.9250637396145219,0.39533850690289857,0.06106117483279522,0.0074957586956182045,Mitochondrion
P13597,0.6152654861804036,0.7332405318866222,0.11238325960870561,0.24434318001785668,0.19357639261425882,0.09222072556903813,0.026458734312086753,0.040981515287770165,unknown
P16125,0.13920644773718688,0.17701577067691185,0.04270381159532666,0.06962976041416041,0.09826388423944493,0.05929782302683414,0.03376314257503362,0.7603504420874477,Cytosol
P17809,0.8348165498741703,0.7269188524943562,0.12075688533610508,0.19632231029908487,0.15408381846384442,0.08835911338577047,0.01535325841615398,0.007526672091002569,Plasma membrane
P17918,0.03454762627095279,0.031309934096979956,0.007904475475690547,0.015670098686089515,0.029584806399187365,0.18027985164342222,0.05889152263214077,0.8583610906937469,unknown
P19324,0.37789268082897803,0.4954153101631644,0.14162452856290036,0.20749257393990964,0.5235262006348909,0.16440445914256827,0.02700796313020515,0.030356256196222287,Endoplasmic reticulum
P21107,0.20153627249990003,0.5658162536293067,0.0814930362308818,0.30010633951710314,0.18127289814594041,0.06687989850451274,0.033745430718198244,0.2982577277852303,unknown
P22892,0.27394283332390973,0.468057040023322,0.23147739555430277,0.3125676958306286,0.24214092332634157,0.12194883346669959,0.08368232206369505,0.11143243055811464,Lysosome
P25976,0.24087765487914897,0.33760314135794833,0.11146916891348482,0.20262561132682977,0.2876093739249848,0.3661356349063752,0.1419891241013557,0.06767373792635602,unknown
P26516,0.2628025072527267,0.3004435111032325,0.10150203633695588,0.09153124163889453,0.18381509660919917,0.0798936156724866,0.04046085930768273,0.5353063160927669,unknown
P27601,0.7580831898531635,0.6537420735784683,0.15737709392569893,0.1844271403897646,0.19229636021515473,0.0826632689867926,0.04047062383562761,0.03419617045549511,Plasma membrane
P28656,0.16716715907534585,0.15199953381580752,0.053818336305479074,0.0995041989854832,0.13258619387971737,0.08965794031559363,0.05496583939225214,0.6659347481313604,unknown
P35564,0.1970852315987848,0.33596765704368514,0.18430005730522706,0.31809907746595323,0.41372115270454524,0.25384205558781187,0.09921468303824714,0.004845447124693174,Endoplasmic reticulum
P35846,0.9338049565267508,0.7430705365180449,0.1415283040165366,0.15737963155126003,0.14850073324355675,0.047300678355980535,0.01921286489977804,0.01062123623309029,unknown
P41105,0.514623105728878,0.45502318823270904,0.06509137110061453,0.13758504931684581,0.1660436698436018,0.17875456344547674,0.26575642784083314,0.08784074096400014,60S Ribosome
P43406,0.48256807147324193,0.5442494785887267,0.14236485429351226,0.2065949845575682,0.30167285310492115,0.14383365931418465,0.0462101492181545,0.08689291140401822,Plasma membrane
P45376,0.10232119071166632,0.18557592930194522,0.03005213027690904,0.06885156481885689,0.08811496826810952,0.054337990233738996,0.027577817187508565,0.7955622217268078,unknown
P46460,0.32701541448735144,0.4260643639352877,0.1573585774393325,0.19373385916567673,0.23273625497349668,0.20789000617606643,0.1594027544582699,0.1210534339032743,unknown
P49312,0.05517758580333302,0.08257546142102574,0.02161028683205156,0.08768520149819697,0.15931212736004635,0.32325679499980214,0.5666658545615859,0.19484124310572618,unknown
P49717,0.08700202464610267,0.10826793395889128,0.04449752922035311,0.054374311853099794,0.08518211547808258,0.17051402128722903,0.16966832178895752,0.6455069458396518,unknown
P51410,0.18589564325625813,0.21145079750396803,0.06250935127460905,0.17184899946370685,0.2727189846988268,0.17813614222423452,0.4897579618667821,0.09316213347021372,60S Ribosome
P51863,0.338356809066889,0.6929742896636668,0.24912231634999335,0.3125563894904285,0.26197274021376404,0.10089267332334033,0.04958513842221501,0.012572647627551899,unknown
P53026,0.17627549176195959,0.22544092935176477,0.0682696585908323,0.1794341281397223,0.28018250260289884,0.19138241645573523,0.4061124552865966,0.13038002130459517,60S Ribosome
P54822,0.209423403776327,0.25286819206611355,0.16824458486880584,0.2065840894809984,0.2745703163534014,0.21819001791776688,0.2854686740893442,0.10742740788124545,unknown
P57780,0.25281235603815544,0.3991232871401587,0.12518279003630856,0.21423541362342532,0.19057561672620474,0.06301644927833688,0.033988137636913364,0.3952848408042939,unknown
P60335,0.15469784116481358,0.18409379617272043,0.042329078477974624,0.09778819845054862,0.13772815727855878,0.32429914361043427,0.26069680775376586,0.3250053859674745,unknown
P60843,0.13932803952505485,0.18348060511499134,0.058920099515710034,0.0773674917024342,0.12818656566095651,0.10821748087320468,0.17128149297958087,0.586411738135075,unknown
P62075,0.03476913198205143,0.06954727775048353,0.03025713326773017,0.13592817738274127,0.8900169333161059,0.432748642049073,0.10466720675154896,0.005709448293642308,Mitochondrion
P62264,0.12522778893450875,0.1916884335292797,0.04353605464886577,0.16819811166473195,0.2675836186640744,0.19908140661282453,0.417330307322538,0.18255300547588577,40S Ribosome
P62900,0.21694014902127262,0.2531089653812146,0.05782726268660921,0.1935160938955808,0.26461261699765287,0.20449928184359267,0.378080896000791,0.11020026901949433,60S Ribosome
P62911,0.07749855074847654,0.12851560255119254,0.05114503385601728,0.18111911007314113,0.33677747051265144,0.240405282980564,0.43703299966347525,0.1303459791670627,unknown
P62962,0.2212149661373763,0.36181117482322017,0.05428159336480328,0.09423009145378988,0.07681890244096094,0.028444223493930977,0.02534391709753381,0.6614827276980157,unknown
P63325,0.15273560508936276,0.1973471219568419,0.052610164030179596,0.15584795077073657,0.2607314043331884,0.19379451874157064,0.4235765450787615,0.17723160831512524,40S Ribosome
P70227,0.2935029088766194,0.4866675915129872,0.18863361323241248,0.1997575081160686,0.26523127867958,0.22112250833703542,0.11226626139541622,0.10078242844895657,Endoplasmic reticulum
P70261,0.49223132011393667,0.5225371110833792,0.18079662200902563,0.22451354912071547,0.29760103198968574,0.12357564185154205,0.05090610182090251,0.07321689820721125,unknown
P84104,0.26049048937789354,0.2747961991833238,0.045102549863304926,0.13929838624714705,0.2087076264677829,0.19884387357013744,0.2600796170672259,0.257310984844755,unknown
P97379,0.13719782729724606,0.1824253967381102,0.06922653432020728,0.11426203330833673,0.1903952724522505,0.18321074685408112,0.6925636777453608,0.06988195042985246,unknown
P97384,0.31209891600233014,0.4334691934493823,0.08363782323532873,0.14057559241801193,0.1359323854462148,0.08363410211738631,0.046409912468172256,0.441089430250138,unknown
P97855,0.17483756686081525,0.19642812256301523,0.06091978881498435,0.12026403878176473,0.2077465286253449,0.2454529672727843,0.5592027897726046,0.08358166047942557,unknown
P97930,0.18073550334526228,0.2386913911824546,0.08296092638607673,0.12395044626864954,0.34670215484321026,0.17611241263599897,0.0907570745411091,0.37424756038439405,unknown
Q04736,0.7180351931373395,0.6490068862687699,0.12266323040823623,0.17655525371502823,0.1809134445349609,0.09696578327358024,0.04735296353447061,0.0678474825233982,unknown
Q07417,0.06002979749653308,0.07723690718611487,0.017048750077793894,0.13495830590665234,0.886729538849803,0.43251972203873207,0.08880151271212473,0.010387779561122015,Mitochondrion
Q2TBE6,0.4130128779228487,0.6877043897650199,0.13237753998921223,0.28500056178060085,0.30269346648508827,0.12909736527501844,0.03454091169849481,0.01786291983268578,unknown
Q3TLP5,0.08822927752088704,0.13646968917544683,0.04776949622121832,0.12648163988336342,0.8341375828581837,0.32300842135594005,0.14031741032038597,0.04526378683100619,Mitochondrion
Q3U1J4,0.16287686494775655,0.21623202147420678,0.049859334677776694,0.12062940566365882,0.1518806286969694,0.16429790293876176,0.1009179852376493,0.521223204026983,unknown
Q3ULD5,0.17672646677758655,0.29724676196489835,0.07462710582819834,0.2077608518563796,0.5934360150516933,0.2907705837602671,0.10159556503290315,0.04321636243893226,unknown
Q3UQ84,0.25922857835856067,0.2852024801264314,0.10703999688852749,0.14809782565558774,0.5503331816254284,0.27377825023409136,0.1148627308417667,0.07458499069242044,unknown
Q5FWI3,0.45556108413044033,0.642442452016741,0.1804704753700908,0.2559803460382795,0.22550420910330493,0.1303559506409037,0.06714517102902481,0.0388265472553545,unknown
Q60631,0.25484877034140013,0.5345761186749495,0.07044621721609168,0.1857406099203073,0.12522934886783052,0.060318213952864276,0.03714473804859027,0.42561604312566154,unknown
Q60649,0.285085186300781,0.329910068092357,0.11543304176865808,0.1756275933609347,0.513875010078667,0.25483744850639395,0.11081256064094067,0.054259635644582846,Mitochondrion
Q60715,0.24130163634324764,0.28513933226446614,0.21031390024259838,0.2583800462593381,0.40821431666220803,0.26248376956599245,0.1112379152119286,0.03291963246600823,unknown
Q60767,0.21700468666304903,0.5775616784534583,0.22806198491355273,0.37540055673346684,0.28730519867638377,0.1334216127837798,0.05380734597494113,0.028655756135710458,Plasma membrane
Q61102,0.11168395666903307,0.1400048730775195,0.057980755734783465,0.14672188682863055,0.715346448691922,0.3738171825542694,0.15404441440083136,0.026665172073901153,Mitochondrion
Q61576,0.24583123574999974,0.38531063376963287,0.14269242133892068,0.29868972253876397,0.3906641915736249,0.23236027423304711,0.08262634362438548,0.03829337643521851,Endoplasmic reticulum
Q61792,0.3616047384755996,0.44907010659454194,0.09419060746464916,0.1586066031777474,0.1530797367857584,0.15909528730679445,0.1691765179867589,0.2293866698208182,unknown
Q61937,0.11211060792319552,0.1638172522204215,0.03492302324400794,0.13017962474520728,0.1948452261626326,0.16028906458754796,0.19033727307792625,0.4778476909905832,unknown
Q61941,0.14581858075305823,0.23709790127726602,0.07166320120972139,0.18363832273643635,0.6174096631076486,0.30364855655902123,0.13797046887109118,0.0547765640905794,Mitochondrion
Q62446,0.10756958665614204,0.1762246178653397,0.058840112047702925,0.16737214662710007,0.2739857677230595,0.19464380895560393,0.46005934144588995,0.15994855028233693,unknown
Q62465,0.3907801788364413,0.4642614696935348,0.08057068508579017,0.14929169136575224,0.11618878849650355,0.0787853102638046,0.03465838685596863,0.4069368743404986,unknown
Q6PA06,0.22149390493683296,0.3845548744623864,0.09780364901768096,0.359390765495698,0.3846429329070842,0.2272740522987128,0.05362030566130576,0.044472542104882606,Endoplasmic reticulum
Q6PDM2,0.0890011476361444,0.09825901928866794,0.03250431247556165,0.06612462496649366,0.10977841618739499,0.29931244317826816,0.18981488414623643,0.5125353536794328,unknown
Q7TNV0,0.08132444744399989,0.10021290813046276,0.03091531272042283,0.06470169880482936,0.17150003897885976,0.7376290076988964,0.1927098425985739,0.13415869048064868,unknown
Q80X50,0.1417056490236902,0.15562046360342913,0.231076829752629,0.07700095798242605,0.15484526980164098,0.15069320895500218,0.7139513931899107,0.07263024542327619,unknown
Q80XN0,0.06609026068898233,0.08733240835526025,0.0284457833691137,0.1443789712412841,0.8614755992636481,0.41172385583797133,0.10147077695065387,0.011390277772736736,Mitochondrion
Q8BGH2,0.07508112462250047,0.16547314846527492,0.051499716759903,0.14894682406023332,0.7580141285383211,0.39159669373595957,0.10023496401723882,0.037085085851585736,unknown
Q8BH24,0.1289403032902994,0.3250997639369984,0.11345988664996756,0.4026254454231036,0.37533024492876255,0.18823349738485604,0.06073970232757278,0.0997293025082418,unknown
Q8BJ71,0.18371057461352272,0.22301148944324367,0.11264716125493329,0.10890876924455418,0.1628111766970782,0.22053284716155486,0.3984042825365868,0.2208683572464247,unknown
Q8BJW6,0.18331359831261873,0.17573625443363833,0.1080813832943012,0.08698461086637578,0.17587831503039122,0.163937897376326,0.5684227918069341,0.17289719199294273,unknown
Q8BKC5,0.1282773566348823,0.2499238328720071,0.0668761174227591,0.1188677021714503,0.16652364761873273,0.1169780857266184,0.08681260405386797,0.5587731454694517,unknown
Q8BMJ2,0.11065647916490999,0.17415179703954808,0.03227485874025781,0.06904104725228533,0.06985566306902966,0.06174738143364563,0.04068771764182305,0.7896474953885882,unknown
Q8BP40,0.0670149546251683,0.13162466716187513,0.03490319863215537,0.16779596873847172,0.7512260429837827,0.4586921485211417,0.06553081719305051,0.02141276760062356,Mitochondrion
Q8BP47,0.16273101973832627,0.2244556247443931,0.08933769868886494,0.089307584817153,0.10763035376999248,0.07546853083608884,0.06317004181483325,0.6523473332388334,unknown
Q8JZN5,0.09855916778322385,0.1348652333760807,0.05587134165985866,0.14961151448919702,0.7760176543057782,0.3742161318552776,0.1121310700430454,0.029961450539920914,Mitochondrion
Q8JZQ2,0.12632461242679863,0.1832501721470731,0.05824489649792894,0.16671426343572823,0.766088108378151,0.3541967028652885,0.09312697854727287,0.01602367792250195,Mitochondrion
Q8R1B4,0.15829511821716633,0.20129163696363325,0.08345156337212657,0.08913302144616109,0.11713410519646583,0.10633866628011783,0.09211303413001513,0.6152808676807788,unknown
Q91VA6,0.11573866169730576,0.1427845393106317,0.05113639887627846,0.1350527452779316,0.7957762038835782,0.3517737940651311,0.10843051051100185,0.042588902244258105,unknown
Q91VW5,0.539842394409999,0.7377872944770123,0.10305303027737996,0.28909553333699206,0.25880025109548527,0.08017456919377146,0.018021952699204948,0.01943354562044964,unknown
Q91W90,0.3274980712648103,0.4212579179655755,0.2930507959091209,0.1934434280632335,0.4360096191460484,0.15609002370080488,0.06296688620062753,0.06249520698717815,Endoplasmic reticulum
Q91WM2,0.11047348711820276,0.15693533321637596,0.0936514658717355,0.15645795727135065,0.6522559714706809,0.3149610694528994,0.22190945623991587,0.028493015663476718,Mitochondrion
Q920A5,0.2797947168229613,0.39231511403740815,0.28221865060501833,0.41616320772709603,0.3484578565467667,0.07428776224869034,0.052439952003542616,0.025267164150343708,unknown
Q99K85,0.1481314266290252,0.2230094652728131,0.12055698697165937,0.09138679561065191,0.09486536973694841,0.0666001005696266,0.058285684353687445,0.6628494886503222,unknown
Q99MN9,0.08112275771149371,0.14212218302701599,0.054642036387310786,0.13850600063075338,0.8152907066161131,0.34636032094802705,0.16866920501591026,0.004059855235049069,unknown
Q99MR8,0.19729858904629793,0.22436413268379432,0.14812762373425964,0.12255081211009561,0.5848677394154081,0.2846299018618573,0.17718381564275412,0.06071062652516158,Mitochondrion
Q9CPU0,0.09507798015198082,0.17482214177972039,0.02603069964043669,0.05357204512274359,0.09598436616464019,0.046680628260100984,0.025104505310591014,0.8222639360949026,unknown
Q9CR67,0.13791797905041775,0.26906268149564455,0.16189617677075158,0.33937232392465455,0.4346280161714922,0.24138334504894263,0.11755171214478455,0.035964098499948215,unknown
Q9CR98,0.03943552999361233,0.04697815000938788,0.014978954297320733,0.15570083965002107,0.6405483807847304,0.37171888832581707,0.13475873902603394,0.16834452606869693,Mitochondrion
Q9CU62,0.23484988701302634,0.2802759180620836,0.09133427530965291,0.13690680343033124,0.2302081502646654,0.4087686533345314,0.2597922993178558,0.07246652793946773,unknown
Q9CXI5,0.12612165277993206,0.2520820804436639,0.09410249703899895,0.3609204695574824,0.517921702920558,0.2705615211906159,0.07803888818661488,0.017356503126921163,unknown
Q9CZD3,0.3240198245113809,0.22433450971210064,0.08543560272904129,0.0821211543470362,0.19216878310193472,0.08574493259260577,0.032845682482181844,0.5469514002795143,unknown
Q9D2G2,0.07262283547940118,0.08909491386189371,0.03923683409170698,0.13537276690396063,0.835310547890404,0.3850839806297662,0.13536468799985277,0.021631892922453582,Mitochondrion
Q9D6Z1,0.21981453374388513,0.3072293687857099,0.09282788742764023,0.1507807387258406,0.18581682712896203,0.21991970617619763,0.2300821022559676,0.25242437833691334,Nucleus - Nucleolus
Q9DBH5,0.15410831373615091,0.33348902948923026,0.08179312874243626,0.3314985948086925,0.33257111217574664,0.24969976412110953,0.09374720797118452,0.11213629791195899,unknown
Q9DC69,0.1847149770569204,0.2837833080254457,0.08362056783079393,0.16076283508171849,0.537776434400568,0.31764483259474047,0.08825659248672642,0.10295876750134361,unknown
Q9DCX2,0.1614988127014178,0.20252783407751473,0.06846213497407759,0.14222131807864746,0.7262923151983407,0.31556100115148694,0.13864264703168466,0.027704575080260925,Mitochondrion
Q9ERG0,0.16846559615440654,0.25791633583188367,0.10055918351526077,0.20029518057254003,0.3139203270735059,0.4014454308934684,0.13355444674753697,0.10571730227646885,unknown
Q9JII6,0.13661556519892093,0.19161020168101783,0.03595893517191274,0.04939663947609427,0.06075029857440319,0.032402792995149574,0.020620812118332176,0.8289637669252042,unknown
Q9JLB0,0.5457677203591378,0.5638642356158915,0.17756814569713178,0.21085979795034046,0.23320879688097118,0.14773475810072037,0.07210036978439055,0.0453264004618589,Plasma membrane
Q9JMH6,0.1714620744228557,0.23388707096536204,0.07600947217901029,0.1140394789309202,0.14648954257807853,0.12657238977611532,0.06032617854815651,0.567561087860103,unknown
Q9QUM9,0.17503135708735812,0.23064943042891545,0.08458322109274014,0.0960099527870149,0.21524940350905947,0.3343016751778817,0.08746431284631814,0.3564215443490504,Proteasome
Q9QWT9,0.16851225942219109,0.22486638547310656,0.06904798051950026,0.11688417731074359,0.24513276026886557,0.49489388509048376,0.2507739223099213,0.08516848663958354,unknown
Q9QYE6,0.2912547701280978,0.4278376288502322,0.08334883120686325,0.2900687969631142,0.3028701133911743,0.21470992473024725,0.09387352798753948,0.08701845074201614,unknown
Q9R0E1,0.19258255607356262,0.29434307965610745,0.12037475206996687,0.2934551715754562,0.44957535489117517,0.26552807875028805,0.10596319787413008,0.03851170860007937,unknown
Q9WUR9,0.1498965238519883,0.19632849894506504,0.06145199965601783,0.15973630878591233,0.7090959728041777,0.32246853007187,0.12782706359948853,0.03556382131285434,Mitochondrion
Q9WVA4,0.3246977037697711,0.4379858423181575,0.10095089991169877,0.18507039167172,0.2368661606273806,0.12717111510871248,0.13536452644445446,0.22846867424461245,unknown
E9Q616,0.2632320819672032,0.25523510384705933,0.09965766101316673,0.15242670987999074,0.3101966596515165,0.46279878037026795,0.1507176430508699,0.04384962430476656,unknown
E9QPD7,0.09524201994943371,0.16752788876859026,0.05413203716875267,0.1404661546328571,0.7807732224902258,0.37004904704252006,0.10514664992030477,0.03322193321242387,unknown
Q1MWP8,0.44463288712644755,0.5246630535814043,0.17690788618716402,0.1689873991033768,0.21621344463416714,0.1937530760018216,0.15274397541879325,0.062437564744963155,unknown
Q3U4X8,0.5639058819355413,0.4014599102677636,0.2974467428982612,0.15380231543090386,0.2182456472471372,0.17589418327273496,0.09021911630625988,0.07402927513071736,unknown
Q3UAI4,0.16085563111190207,0.18602803121366793,0.04372630620513686,0.11092299864865918,0.17835162281617328,0.2045138631612638,0.4189458439534517,0.2632498311562253,unknown
Q3UZ58,0.1781207472209056,0.1860247094484091,0.19523276218946709,0.13242943195767817,0.6601692733826683,0.29630834974728926,0.14153239666872147,0.031243852482839382,unknown
Q3V122,0.16383728507849735,0.1875170636280224,0.05491527788836538,0.07759590246402671,0.11046202477914364,0.1511775566239215,0.07431826631627877,0.6220591681886738,unknown
Q8K314,0.8045283128341166,0.5612927121183787,0.28114259458535246,0.17267303006203838,0.18047321645137454,0.0909790571014915,0.041335481490787696,0.0053741222065633405,unknown
Q91VA7,0.059597706623271095,0.06008736775729627,0.05673998714521485,0.11204987897363361,0.7925543836868086,0.4200538489122073,0.16786688769926328,0.02557877099850203,unknown
Q9DC13,0.1988350179464121,0.4625786444809261,0.20004679861161928,0.5035755815715528,0.3509259233424859,0.05692858544959021,0.036632262485235434,0.018249106930326314,unknown
A2BH40,0.21442673259879813,0.28533454776694755,0.07590852481361052,0.11941226468857809,0.15376369088563438,0.35907221796995975,0.36509505049631175,0.10729270961384733,unknown
O08528,0.08112379829544297,0.1324657845708919,0.03560495506383756,0.0764538968868608,0.15304995668813728,0.1583755585557298,0.14939628055051324,0.6090004730395036,unknown
O35459,0.12385069710696095,0.20344573295149565,0.0476416700349815,0.15305697443103738,0.7259987745097018,0.3557587480530361,0.0866808454545347,0.052118205583691166,unknown
O54962,0.05369750497067358,0.11775520360617191,0.030977047510402124,0.062479021229440476,0.07292440730022282,0.12657102546034524,0.04411619798785432,0.7914253377289222,unknown
O54984,0.1380136379678216,0.22829489479079265,0.03958864915203738,0.10486567865091433,0.10861809314869537,0.09507883749316774,0.02840740311074297,0.6800855403023801,unknown
O55029,0.13399781415784165,0.2674313161038725,0.12396433885246048,0.32421440510146476,0.39379823233595895,0.22917395627343884,0.08791595681867373,0.12298838316248568,unknown
O55111,0.8273801227489217,0.5732210562947028,0.16169614585236233,0.16694845544560283,0.15938756114665092,0.08013135267519116,0.06954250848811763,0.044907754770060614,unknown
O55125,0.06104395619600949,0.08080100409172115,0.05218954281684567,0.11585054558951599,0.8514491255749964,0.37317346061188045,0.17395418635709348,0.01431512671477014,Mitochondrion
O55222,0.1594247147446271,0.26502411300706413,0.1397173252689621,0.2055495873736736,0.34690113226862096,0.22177261532211637,0.36056433855002135,0.04107235010187198,unknown
