Protein_ID,CYTOSOL,ER,GA,LYSOSOME,MITOCHONDRION,NUCLEUS/CHROMATIN,PEROXISOME,PM,PROTEASOME,RIBOSOME,markers,score,pred,FDR,qvalue
Q9Y3U8,1.0014355211751536e-06,0.0006669589783996344,0.000849306583404541,2.4830101210682187e-06,0.0001550340821268037,0.0009311680332757533,0.00015107258514035493,5.696471271221526e-05,0.00010072600707644597,0.9970853924751282,RIBOSOME,0.9970853924751282,RIBOSOME,0.0,0.0
Q9BQ39,6.58219214528799e-05,3.858723175653722e-06,1.0862175258807838e-05,8.494281246385071e-06,0.00017611314251553267,0.9969524145126343,1.858814175648149e-05,0.0009272486786358058,0.001359998481348157,0.0004766321217175573,NUCLEUS/CHROMATIN,0.9969524145126343,NUCLEUS/CHROMATIN,0.0,0.0
O43837,2.34737108257832e-05,4.343816908658482e-05,1.5121159776754212e-05,0.0016810594825074077,0.9967992305755615,1.2467768101487309e-05,4.014557362097548e-06,0.0013971844455227256,1.315638655796647e-05,1.0818474038387649e-05,MITOCHONDRION,0.9967992305755615,MITOCHONDRION,0.0,0.0
P40429,1.06973959645984e-06,0.000557078281417489,0.0005633838009089231,2.3125094230636023e-06,0.0001543700200272724,0.0017748050158843398,0.0001566581049701199,6.4958403527271e-05,9.822822903515771e-05,0.9966270923614502,RIBOSOME,0.9966270923614502,RIBOSOME,0.0,0.0
P78536,0.0005997208645567298,0.00013721268624067307,4.702130172518082e-05,0.0005305206868797541,0.001167825423181057,0.0006618216284550726,0.00010726219625212252,0.9965381622314453,0.00019840669119730592,1.2040087312925607e-05,PM,0.9965381622314453,PM,0.0,0.0
O60262,0.00017235690029338002,0.00011904341954505071,1.3708367987419479e-05,0.0009468864882364869,0.0018700871150940657,0.00021258631022647023,4.581678149406798e-05,0.9965136647224426,8.241438627010211e-05,2.3482209144276567e-05,PM,0.9965136647224426,PM,0.0,0.0
Q02978,0.0010992410825565457,2.369513140365598e-06,2.2018581148586236e-05,0.000975373899564147,0.9965131878852844,5.2567014790838584e-05,4.648003232432529e-05,0.001002236269414425,0.0001718099956633523,0.00011463211558293551,MITOCHONDRION,0.9965131878852844,MITOCHONDRION,0.0,0.0
P62241,1.5103105397429317e-06,0.0008233993430621922,0.0010339203290641308,3.5079556255368516e-06,0.00020091944315936416,0.0010428072419017553,0.0001917993213282898,6.69705550535582e-05,0.00013744219904765487,0.9964976906776428,RIBOSOME,0.9964976906776428,RIBOSOME,0.0,0.0
P07910-2,7.908424595370889e-05,4.472150067158509e-06,1.0568485777184833e-05,9.930512533173896e-06,0.0001361079339403659,0.9964823722839355,1.922434603329748e-05,0.0016658894019201398,0.0013348389184102416,0.0002574569662101567,NUCLEUS/CHROMATIN,0.9964823722839355,NUCLEUS/CHROMATIN,0.0,0.0
Q9H0A0,2.243434664706001e-06,9.961979685613187e-07,2.3099075860955054e-06,6.752966896783619e-07,1.584281380928587e-05,0.9964442849159241,6.804575241403654e-05,9.230581053998321e-05,0.0008379262289963663,0.002535378560423851,NUCLEUS/CHROMATIN,0.9964442849159241,NUCLEUS/CHROMATIN,0.0,0.0
Q9HAB8,0.9964312314987183,2.54386418419017e-06,6.224532285159512e-07,2.2074988009990193e-05,0.0013066929532215,3.567344538168982e-05,0.0001589441526448354,0.00013997440692037344,0.0019014719873666763,8.214243507609353e-07,CYTOSOL,0.9964312314987183,CYTOSOL,0.0,0.0
Q9BZE4,9.696643974166363e-05,3.469982175374753e-06,8.63032528286567e-06,8.502750461047981e-06,0.0001496969343861565,0.996405839920044,2.2601028831559233e-05,0.0012728299479931593,0.0017159852432087064,0.0003154911391902715,NUCLEUS/CHROMATIN,0.996405839920044,NUCLEUS/CHROMATIN,0.0,0.0
P62888,1.5724577906439663e-06,0.0006882303860038519,0.0008084120927378535,3.4508284443290904e-06,0.0002031735348282382,0.001648677745833993,0.00019897680613212287,7.549175643362105e-05,0.0001296967820962891,0.9962424039840698,RIBOSOME,0.9962424039840698,RIBOSOME,0.0,0.0
P62906,1.72015722910146e-06,0.0007259835256263614,0.0007569851004518569,3.524867679516319e-06,0.00020312370907049626,0.0016716979444026947,0.00022965908283367753,8.266969962278381e-05,0.00012999270984437317,0.9961947202682495,RIBOSOME,0.9961947202682495,RIBOSOME,0.0,0.0
O43181,0.000858218758367002,1.972547124751145e-06,3.387708784430288e-05,0.0024112393148243427,0.9961923360824585,1.806157706596423e-05,5.743829387938604e-05,0.0002004216075874865,0.00015768011508043855,6.865160685265437e-05,MITOCHONDRION,0.9961923360824585,MITOCHONDRION,0.0,0.0
O95232,1.3666876839124598e-05,5.452024197438732e-06,6.820043381594587e-06,4.875966624240391e-06,2.663796112756245e-05,0.9961634874343872,0.00033243722282350063,0.00013848888920620084,0.001542776939459145,0.0017654950497671962,NUCLEUS/CHROMATIN,0.9961634874343872,NUCLEUS/CHROMATIN,0.0,0.0
P56181-2,0.0004560690140351653,1.2918219454149948e-06,8.937333041103557e-05,0.0022801407612860203,0.9959825277328491,4.785142300534062e-05,4.54337932751514e-05,0.0005656743887811899,0.00036590787931345403,0.0001656850945437327,MITOCHONDRION,0.9959825277328491,MITOCHONDRION,0.0,0.0
Q9Y666,0.0005803863168694079,0.00012035469990223646,3.0586936190957204e-05,0.0002841590321622789,0.0015068367356434464,0.0013432531850412488,6.814082007622346e-05,0.9958145022392273,0.00023843461531214416,1.3289191883814055e-05,PM,0.9958145022392273,PM,0.0,0.0
Q8NHP8,7.647099118912593e-05,0.00037341119605116546,0.00014175251999404281,0.9957674741744995,0.0032800070475786924,1.9337900084792636e-05,0.00016001859330572188,0.00016999793297145516,4.197425823804224e-06,7.327299044845859e-06,LYSOSOME,0.9957674741744995,LYSOSOME,0.0,0.0
P24752,1.967393654922489e-05,5.1597227866295725e-05,3.1715095246909186e-05,0.002413539681583643,0.9957281947135925,1.0572438441158738e-05,4.25075950261089e-06,0.0017114013899117708,1.3246160051494371e-05,1.575755959493108e-05,MITOCHONDRION,0.9957281947135925,MITOCHONDRION,0.0,0.0
P62841,2.2940705548535334e-06,0.0007926115649752319,0.00099823041819036,4.837996584683424e-06,0.00025130980066023767,0.0017244487535208464,0.0002583460882306099,9.249879803974181e-05,0.00017383813974447548,0.9957014918327332,RIBOSOME,0.9957014918327332,RIBOSOME,0.0,0.0
Q96I34,0.0006543860654346645,3.746160291484557e-05,3.671037484309636e-05,0.0005744947702623904,0.0022581005468964577,0.0007109403377398849,6.48090717731975e-05,0.9954621195793152,0.00019038691243622452,1.0585138625174295e-05,PM,0.9954621195793152,PM,0.0,0.0
P25398,2.52988525062392e-06,0.0009616140159778297,0.0011635853443294764,5.609627805824857e-06,0.00026927664293907583,0.0017358959885314107,0.00027980454615317285,9.82238125288859e-05,0.00018326996359974146,0.9953000545501709,RIBOSOME,0.9953000545501709,RIBOSOME,0.0,0.0
P15880,2.431190068818978e-06,0.0008857493521645665,0.0010244188597425818,5.3400735851028e-06,0.0002605124027468264,0.002009716583415866,0.0002556340186856687,0.00010213552741333842,0.00018434431694913656,0.9952695965766907,RIBOSOME,0.9952695965766907,RIBOSOME,0.0,0.0
Q969Q0,2.416786855974351e-06,0.0012631976278498769,0.0012533016270026565,5.589662578131538e-06,0.0002641561150085181,0.0016208142042160034,0.0002781619841698557,0.00011715418804669753,0.00018050613289233297,0.9950147271156311,RIBOSOME,0.9950147271156311,RIBOSOME,0.0,0.0
Q8TED0,0.00019519764464348555,8.71778502187226e-06,1.9243170754634775e-05,2.515579035389237e-05,0.00026860623620450497,0.9948294758796692,5.278774551698007e-05,0.002089575631543994,0.0020993349608033895,0.00041194105870090425,NUCLEUS/CHROMATIN,0.9948294758796692,NUCLEUS/CHROMATIN,0.0,0.0
O94923,3.6326389363239286e-07,0.0007087553385645151,0.9947819113731384,0.0007064942037686706,0.0010332484962418675,6.088011650717817e-05,4.16123220929876e-05,0.0008104238659143448,3.141021079500206e-05,0.0018248201813548803,GA,0.9947819113731384,GA,0.0,0.0
P23434,0.0005286494269967079,1.6628916910121916e-06,2.9427459594444372e-05,0.003754052333533764,0.9946509003639221,3.66213898814749e-05,4.126935527892783e-05,0.0006929558585397899,0.00018698375788517296,7.750463555566967e-05,MITOCHONDRION,0.9946509003639221,MITOCHONDRION,0.0,0.0
P08865,3.474271807135665e-06,0.0010099158389493823,0.001391436206176877,7.915808055258822e-06,0.0003423309826757759,0.0020334110595285892,0.0003484781482256949,0.00011597148113651201,0.0002235752035630867,0.9945237636566162,RIBOSOME,0.9945237636566162,RIBOSOME,0.0,0.0
P61513,2.332627218493144e-06,0.0007864839863032103,0.0008540533599443734,4.874639671470504e-06,0.00023581436835229397,0.0030807452276349068,0.00023280136520043015,0.00010636277875164524,0.0002050127659458667,0.9944915771484375,RIBOSOME,0.9944915771484375,RIBOSOME,0.0,0.0
P07686,0.00012391115888021886,0.0003170338459312916,0.00010481591016286984,0.9944378137588501,0.004651355557143688,1.846440864028409e-05,0.00020108050375711173,0.0001345829659840092,3.971102159994189e-06,6.908297109475825e-06,LYSOSOME,0.9944378137588501,LYSOSOME,0.0,0.0
O43818,0.0002559967979323119,0.0002688086242415011,2.0577816030709073e-05,7.572997856186703e-05,0.00033350722515024245,0.9943218231201172,0.00027315321494825184,0.0002924255677498877,0.0025250730104744434,0.0016329174395650625,NUCLEUS/CHROMATIN,0.9943218231201172,NUCLEUS/CHROMATIN,0.0,0.0
P46781,2.2026265469321515e-06,0.0008858767105266452,0.0010121623054146767,5.299793883750681e-06,0.00025535011081956327,0.003040195908397436,0.0002498055691830814,0.00011521929263835773,0.0001663684524828568,0.9942675232887268,RIBOSOME,0.9942675232887268,RIBOSOME,0.0,0.0
O60264,9.924641199177131e-05,0.0003570603730622679,1.7634629330132157e-05,7.954874490678776e-06,4.57581554655917e-05,0.9940973520278931,0.0002535728854127228,0.001770832808688283,0.0031467543449252844,0.00020385785319376737,NUCLEUS/CHROMATIN,0.9940973520278931,NUCLEUS/CHROMATIN,0.0,0.0
Q9NZM5,4.510364306042902e-06,5.7977973483502865e-05,3.883472891175188e-05,1.715965595394664e-06,4.844270733883604e-06,0.9940411448478699,4.173894558334723e-05,9.542556654196233e-05,0.0014554901281371713,0.004258373286575079,NUCLEUS/CHROMATIN,0.9940411448478699,NUCLEUS/CHROMATIN,0.0,0.0
O14548,6.599870539503172e-05,0.00013332282833289355,4.202669151709415e-05,0.003535266499966383,0.9939596652984619,2.5968034606194124e-05,1.1439918125688564e-05,0.0021605982910841703,3.512114562909119e-05,3.0541585147148e-05,MITOCHONDRION,0.9939596652984619,MITOCHONDRION,0.0,0.0
P78310,6.943741027498618e-05,0.0030437603127211332,0.0001268327614525333,0.0003955675638280809,0.0013675279915332794,0.0005351283471100032,0.000308003684040159,0.993945300579071,0.00019651290494948626,1.192678973893635e-05,PM,0.993945300579071,PM,0.0,0.0
P43304,0.0012687932467088103,2.584800768090645e-06,5.879720629309304e-05,0.003115276340395212,0.993775486946106,5.779142884421162e-05,8.387003617826849e-05,0.001188777037896216,0.00032865017419680953,0.00011992992949672043,MITOCHONDRION,0.993775486946106,MITOCHONDRION,0.0,0.0
P32322,0.003520034486427903,5.266498192213476e-05,1.1326905223540962e-05,0.0007534606265835464,0.9937490224838257,0.0007553743780590594,6.515051063615829e-05,0.0002240483881905675,0.0007441277848556638,0.0001248960616067052,MITOCHONDRION,0.9937490224838257,MITOCHONDRION,0.0,0.0
P05023,7.668423495488241e-05,0.00225380202755332,0.00015391419583465904,0.0005878687370568514,0.0020877784118056297,0.0006395410164259374,0.0002656846190802753,0.9936842322349548,0.00023569868062622845,1.4715216821059585e-05,PM,0.9936842322349548,PM,0.0,0.0
P07919,0.0036282457876950502,3.668322824523784e-05,1.6871026673470624e-05,0.0007668567704968154,0.9936233162879944,0.0005563762970268726,9.173199941869825e-05,7.785275374772027e-05,0.0010213290806859732,0.00018081499729305506,MITOCHONDRION,0.9936233162879944,MITOCHONDRION,0.0,0.0
Q9Y2X3,0.0002575248072389513,2.3425962353940122e-05,3.558975731721148e-05,3.561379708116874e-05,0.0003215360047761351,0.9935562014579773,9.03971231309697e-05,0.0016932152211666107,0.0031793885864317417,0.000807075877673924,NUCLEUS/CHROMATIN,0.9935562014579773,NUCLEUS/CHROMATIN,0.0,0.0
Q58EX2-3,0.0009935707785189152,3.86814572266303e-05,5.7098015531664714e-05,0.0006749727763235569,0.003111430210992694,0.001232377253472805,9.590310946805403e-05,0.9934642910957336,0.00031270054751075804,1.8971377357956953e-05,PM,0.9934642910957336,PM,0.0,0.0
Q9NY61,0.00012408268230501562,0.00012842967407777905,1.3950704669696279e-05,2.4735561964916997e-05,0.0003847061889246106,0.9934608936309814,0.00013755675172433257,0.00016261158452834934,0.0022121944930404425,0.0033508222550153732,NUCLEUS/CHROMATIN,0.9934608936309814,NUCLEUS/CHROMATIN,0.0,0.0
P17844,8.141311809595209e-06,2.7041240173275582e-05,1.0723886589403264e-05,3.141459728794871e-06,9.434019011678174e-05,0.9933465719223022,4.394772622617893e-05,0.00037429292569868267,8.03752409410663e-05,0.006011409219354391,NUCLEUS/CHROMATIN,0.9933465719223022,NUCLEUS/CHROMATIN,0.0,0.0
P49821-2,0.0011140673886984587,2.5906090286298422e-06,3.520905374898575e-05,0.0014402111992239952,0.9933051466941833,0.00019054466974921525,5.380190123105422e-05,0.003284194739535451,0.0003760259132832289,0.00019826741481665522,MITOCHONDRION,0.9933051466941833,MITOCHONDRION,0.0,0.0
P28072,0.005529911257326603,3.1721188861411065e-05,0.0003464117180556059,2.5186513994412962e-06,0.00014053343329578638,3.843637750833295e-05,0.00015450557111762464,7.49791126963828e-07,0.9929966330528259,0.0007587257423438132,PROTEASOME,0.9929966330528259,PROTEASOME,0.0,0.0
Q13423,6.734488852089271e-05,0.00010594646300887689,2.985511309816502e-05,0.004124725703150034,0.9929854273796082,2.4324290279764682e-05,1.0734063835116103e-05,0.0025962369982153177,3.21625848300755e-05,2.3227539713843726e-05,MITOCHONDRION,0.9929854273796082,MITOCHONDRION,0.0,0.0
Q8IY81,1.7512315025669523e-05,0.00010601097164908424,6.905353802721947e-05,6.226458026503678e-06,1.2187464562884998e-05,0.9929723739624023,9.056051931111142e-05,0.00018225311941932887,0.0036716684699058533,0.0028721524868160486,NUCLEUS/CHROMATIN,0.9929723739624023,NUCLEUS/CHROMATIN,0.0,0.0
Q99798,0.0025972286239266396,4.336153324402403e-06,2.5551569706294686e-05,0.001549708773382008,0.9929649829864502,9.88515603239648e-05,8.111293573165312e-05,0.0022573217283934355,0.0002811036247294396,0.00013982738892082125,MITOCHONDRION,0.9929649829864502,MITOCHONDRION,0.0,0.0
P61313,9.000387944979593e-05,0.00047302665188908577,0.0009271809249185026,9.486448107054457e-06,0.000500350259244442,0.0017296037403866649,0.0012141061015427113,2.304834379174281e-05,0.0020759946200996637,0.9929571151733398,RIBOSOME,0.9929571151733398,RIBOSOME,0.0,0.0
P46778,3.1139120437728707e-06,0.0008203984471037984,0.0008042884292080998,6.021567060088273e-06,0.00028349412605166435,0.004738516639918089,0.00030381750548258424,0.00015173869905993342,0.0002129492349922657,0.9926756024360657,RIBOSOME,0.9926756024360657,RIBOSOME,0.0,0.0
Q12846,5.3981646487955004e-05,0.004694345407187939,0.000161662173923105,0.0004113196046091616,0.001050108578056097,0.0006035294500179589,0.00025755364913493395,0.9925734996795654,0.0001822511403588578,1.1754629667848349e-05,PM,0.9925734996795654,PM,0.0,0.0
Q5SY16,0.00016920259804464877,2.934759140771348e-05,5.3481599024962634e-05,3.146555900457315e-05,0.00038590352050960064,0.9925436973571777,8.941649866756052e-05,0.0009397326502948999,0.003534930059686303,0.0022227915469557047,NUCLEUS/CHROMATIN,0.9925436973571777,NUCLEUS/CHROMATIN,0.0,0.0
O75477,0.0001316248526563868,0.9925376772880554,4.0979910409078e-05,0.00033512426307424903,2.3581938876304775e-05,0.0002675586729310453,0.005238877143710852,0.0012651178985834122,6.787315214751288e-05,9.181108907796443e-05,ER,0.9925376772880554,ER,0.0,0.0
Q13200,0.006166769191622734,3.6904461012454703e-05,0.00034707566373981535,2.8427880351955537e-06,0.00014155684038996696,4.260419882484712e-05,0.0001757159479893744,8.87260455328942e-07,0.9923551082611084,0.0007305104518309236,PROTEASOME,0.9923551082611084,PROTEASOME,0.0,0.0
Q92733,6.066503920010291e-05,2.1215057131485082e-05,2.4257742552435957e-05,2.0626426703529432e-05,9.536125435261056e-05,0.9922019243240356,0.0007869254914112389,0.00031667720759287477,0.0032597503159195185,0.003212587209418416,NUCLEUS/CHROMATIN,0.9922019243240356,NUCLEUS/CHROMATIN,0.0,0.0
P47914,0.00010377346916357055,0.0005563717568293214,0.0010634878417477012,1.067603261617478e-05,0.00051670748507604,0.001933124614879489,0.0013890571426600218,2.597535240056459e-05,0.002354572992771864,0.9920462369918823,RIBOSOME,0.9920462369918823,RIBOSOME,0.0,0.0
P18077,2.6949298899126006e-06,8.908787276595831e-05,0.004486969672143459,7.929228559078183e-06,0.00042269020923413336,0.0014273783890530467,0.0008194211986847222,0.00021518892026506364,0.0008779008057899773,0.9916506409645081,RIBOSOME,0.9916506409645081,RIBOSOME,0.0,0.0
Q99848,6.033629324520007e-05,6.687803397653624e-05,8.62843262439128e-06,8.807738595351111e-06,0.0002985816390719265,0.9916346073150635,8.787171100266278e-05,6.402870349120349e-05,0.0020116481464356184,0.005758609157055616,NUCLEUS/CHROMATIN,0.9916346073150635,NUCLEUS/CHROMATIN,0.0,0.0
Q99460,0.005717788357287645,6.0092206695117056e-05,0.0005648199003189802,5.620582669507712e-06,0.00022411890677176416,0.0001165848079835996,0.0002583867171779275,1.7326296983810607e-06,0.9915906190872192,0.0014601369621232152,PROTEASOME,0.9915906190872192,PROTEASOME,0.0,0.0
Q9HC52,0.0007080952054820955,0.00034469907404854894,1.635285298107192e-05,0.00015640913625247777,0.0013459448236972094,0.9913520812988281,0.00029935009661130607,0.0005676391301676631,0.004159986507147551,0.0010495252208784223,NUCLEUS/CHROMATIN,0.9913520812988281,NUCLEUS/CHROMATIN,0.0,0.0
Q00325-2,0.001827418222092092,0.0001296753907809034,8.77711281646043e-05,0.0002997305418830365,0.9910324215888977,0.004298255778849125,0.00018749397713690996,0.0007101343362592161,4.837950109504163e-05,0.0013786960626021028,MITOCHONDRION,0.9910324215888977,MITOCHONDRION,0.0,0.0
Q9BY67-5,0.00010768324136734009,0.002817238448187709,0.0002343950473004952,0.001115550403483212,0.0032930949237197638,0.0008300853660330176,0.0003282821271568537,0.9909363389015198,0.00031633811886422336,2.1044976165285334e-05,PM,0.9909363389015198,PM,0.0,0.0
Q8NBZ7,1.5803254882484907e-06,8.364328095922247e-05,0.9909356236457825,0.0046133133582770824,0.0017503600101917982,7.936806468933355e-06,3.8635767850792035e-05,0.001441247295588255,0.0006359335966408253,0.0004918272607028484,GA,0.9909356236457825,GA,0.0,0.0
P63173,0.0001353918923996389,0.0006675338372588158,0.001267891493625939,1.5599622201989405e-05,0.0006462833844125271,0.002030812669545412,0.0017485409043729305,3.5563418350648135e-05,0.002614065073430538,0.9908384680747986,RIBOSOME,0.9908384680747986,RIBOSOME,0.0,0.0
P18621,0.00013465066149365157,0.0007306430488824844,0.0011973503278568387,1.540322227810975e-05,0.0006375529337674379,0.002330946736037731,0.001744803972542286,3.653559906524606e-05,0.002562842331826687,0.9906094074249268,RIBOSOME,0.9906094074249268,RIBOSOME,0.0,0.0
P26373,0.00013516185572370887,0.0006573998834937811,0.0013760748552158475,1.5556386642856523e-05,0.0006613123114220798,0.002082885941490531,0.00165102060418576,3.4738597605610266e-05,0.002823580289259553,0.990562379360199,RIBOSOME,0.990562379360199,RIBOSOME,0.0,0.0
Q9P0M6,0.0011361598735675216,4.726360202766955e-05,3.694480028570979e-06,2.4765098714851774e-05,0.00045675114961341023,0.9905200004577637,0.0015521106543019414,0.0017063247505575418,0.003765569534152746,0.0007873004651628435,NUCLEUS/CHROMATIN,0.9905200004577637,NUCLEUS/CHROMATIN,0.0,0.0
P51649,0.0025783602613955736,0.00041782762855291367,0.0003117079904768616,0.002309780567884445,0.990403413772583,0.0014000164810568094,0.00031910539837554097,0.0009007853223010898,9.701177623355761e-05,0.0012618962209671736,MITOCHONDRION,0.990403413772583,MITOCHONDRION,0.0,0.0
Q8WVQ1-3,1.5943743392199394e-06,8.235291170421988e-05,0.9903663396835327,0.005442930851131678,0.0018122211331501603,7.2927136898215394e-06,3.477653081063181e-05,0.0012160476762801409,0.0006136783631518483,0.00042268281686119735,GA,0.9903663396835327,GA,0.0,0.0
Q6NVY1,7.798194565111771e-05,0.00012492129462771118,5.0762937462423e-05,0.005551854148507118,0.9902315735816956,2.8260968974791467e-05,1.4774194823985454e-05,0.0038487038109451532,4.061964136781171e-05,3.061628740397282e-05,MITOCHONDRION,0.9902315735816956,MITOCHONDRION,0.0,0.0
P05388,0.00014781064237467945,0.0007197462255135179,0.0017408743733540177,1.7462509276811033e-05,0.0006933839176781476,0.0018575729336589575,0.001781164901331067,3.77598698833026e-05,0.0030201689805835485,0.9899840354919434,RIBOSOME,0.9899840354919434,RIBOSOME,0.0,0.0
P18084,0.00217858562245965,0.001007800572551787,0.00013673232751898468,0.0010735472897067666,0.0020204733591526747,0.002142009325325489,0.0007752330275252461,0.9899564981460571,0.0006447696941904724,6.440159631893039e-05,PM,0.9899564981460571,PM,0.0,0.0
P46779,0.00014149249182082713,0.0008109337650239468,0.0013763665920123458,1.6530580978724174e-05,0.0006804099539294839,0.002508033299818635,0.0017684075282886624,4.4072257878724486e-05,0.0027502982411533594,0.989903450012207,RIBOSOME,0.989903450012207,RIBOSOME,0.0,0.0
P62072,0.0020884110126644373,0.0003462842432782054,0.00011534043005667627,0.00658646272495389,0.9898840188980103,0.0002640314633026719,0.00022971347789280117,0.0001632107887417078,2.0611669242498465e-05,0.0003019008436240256,MITOCHONDRION,0.9898840188980103,MITOCHONDRION,0.0,0.0
P27144,5.087278623250313e-05,0.00013077809126116335,3.6603803891921416e-05,0.008065677247941494,0.9898082613945007,1.130588680098299e-05,9.089224477065727e-06,0.001849322346970439,2.051099181699101e-05,1.7521510017104447e-05,MITOCHONDRION,0.9898082613945007,MITOCHONDRION,0.0,0.0
P60866,0.00015361967962235212,0.0006956709548830986,0.00131963100284338,1.8190417904406786e-05,0.0007601306424476206,0.002465334255248308,0.0018699935171753168,4.169271778664552e-05,0.0028678837697952986,0.9898079037666321,RIBOSOME,0.9898079037666321,RIBOSOME,0.0,0.0
Q9UHL4,0.0002910929324571043,0.0005078380345366895,0.0002442655968479812,0.9894932508468628,0.008677211590111256,5.307245737640187e-05,0.00042421440593898296,0.0002754023589659482,1.280955348192947e-05,2.086529457301367e-05,LYSOSOME,0.9894932508468628,LYSOSOME,0.0,0.0
P49411,0.0032761511392891407,0.0004197136149741709,0.00013529765419662,0.0009082312462851405,0.9894295334815979,0.002748598577454686,0.00023720719036646187,0.0016563126118853688,6.236272747628391e-05,0.0011266539804637432,MITOCHONDRION,0.9894295334815979,MITOCHONDRION,0.0,0.0
Q13523,0.00017397318151779473,0.00022660083777736872,3.30980219587218e-05,3.814663068624213e-05,0.0004013553843833506,0.9894126057624817,0.00027696252800524235,0.00020391090947669,0.003218355355784297,0.006014978978782892,NUCLEUS/CHROMATIN,0.9894126057624817,NUCLEUS/CHROMATIN,0.0,0.0
Q9HC07,1.293589519946181e-07,0.0005756216123700142,0.9893634915351868,7.2984337748494e-05,0.0001638902904232964,2.7008600227418356e-06,1.6097263142000884e-05,3.3720767532940954e-05,6.162795034470037e-05,0.009709767065942287,GA,0.9893634915351868,GA,0.0,0.0
Q16706,2.410760089333053e-07,0.0006762792472727597,0.9893416166305542,0.00014194603136274964,0.0002501028648111969,4.285262548364699e-06,2.342999869142659e-05,5.0699032726697624e-05,8.554128726245835e-05,0.009425744414329529,GA,0.9893416166305542,GA,0.0,0.0
Q4G0N4,0.0027838237583637238,1.8543032638262957e-05,0.00017478269001003355,0.0039062495343387127,0.989309549331665,0.00023473308829125017,0.00020817767654079944,0.002121969126164913,0.0007506560068577528,0.0004915086319670081,MITOCHONDRION,0.989309549331665,MITOCHONDRION,0.0,0.0
P11766,0.9892925024032593,0.0007947030826471746,3.3427278367526014e-07,1.3959808711661026e-05,0.0003549317189026624,3.913031468982808e-05,0.007619265001267195,0.0014519394608214498,0.0004327583883423358,2.2542077715570485e-07,CYTOSOL,0.9892925024032593,CYTOSOL,0.0,0.0
Q5JPH6,0.0016012308187782764,5.3553167163045146e-06,9.881873847916722e-05,0.001872275723144412,0.9891878962516785,0.0002237667649751529,8.822283416520804e-05,0.005993551574647427,0.0006043990142643452,0.0003245008992962539,MITOCHONDRION,0.9891878962516785,MITOCHONDRION,0.0,0.0
P18124,3.74912679035333e-06,8.525148587068543e-05,0.006452326662838459,1.479271668358706e-05,0.0005514179938472807,0.001599159906618297,0.0009746974101290107,0.00022796689881943166,0.0010861788177862763,0.9890044331550598,RIBOSOME,0.9890044331550598,RIBOSOME,0.0,0.0
P30837,0.005992554128170013,0.0001053969535860233,3.6318626371212304e-05,0.0007822168990969658,0.9889285564422607,0.001478599733673036,0.00013471748388838023,0.0004577322688419372,0.0017572040669620037,0.00032675202237442136,MITOCHONDRION,0.9889285564422607,MITOCHONDRION,0.0,0.0
O75208,1.308707578573376e-05,6.240952643565834e-05,0.00013234341167844832,0.009339875541627407,0.9888866543769836,1.5108825209608767e-05,4.318805167713435e-06,0.0014952132478356361,1.7631287846597843e-05,3.332821142976172e-05,MITOCHONDRION,0.9888866543769836,MITOCHONDRION,0.0,0.0
O95297-2,9.87473686109297e-05,0.0064675090834498405,0.000318568927468732,0.0010411659022793174,0.0017311499686911702,0.0006214776076376438,0.0005436826613731682,0.9888779520988464,0.00027827286976389587,2.150460386474151e-05,PM,0.9888779520988464,PM,0.0,0.0
P06280,0.0001636105153011158,6.872967060189694e-05,0.0001706115435808897,0.9888526201248169,0.008513588458299637,2.1165777070564218e-05,7.823995838407427e-05,0.002069202484562993,5.312775101629086e-05,9.068289728020318e-06,LYSOSOME,0.9888526201248169,LYSOSOME,0.0,0.0
Q8IZ52,2.5432925667701056e-06,0.003120959736406803,0.988784670829773,0.0014128104085102677,0.0014213933609426022,0.0001497264893259853,0.0002491823397576809,0.002171918284147978,8.952300413511693e-05,0.0025972588919103146,GA,0.988784670829773,GA,0.0,0.0
P25789,0.004627296235412359,8.066627742664423e-06,0.004234992899000645,6.0802445659646764e-05,0.0013019429752603173,0.0004314039833843708,0.00030170538229867816,0.00010346622730139643,0.9885272979736328,0.00040306587470695376,PROTEASOME,0.9885272979736328,PROTEASOME,0.0,0.0
Q9UBR2,0.00014248141087591648,4.986313433619216e-05,0.00015803443966433406,0.9885027408599854,0.009042283520102501,1.8601172996568494e-05,6.218802445800975e-05,0.0019663101993501186,4.980101948603988e-05,7.78139838075731e-06,LYSOSOME,0.9885027408599854,LYSOSOME,0.0,0.0
O43242,0.007989589124917984,0.00010128191934200004,0.0006730423774570227,1.2887485354440287e-05,0.0004020345804747194,0.0003108055971097201,0.00039062072755768895,4.260786226950586e-06,0.9884020686149597,0.0017134753288701177,PROTEASOME,0.9884020686149597,PROTEASOME,0.0,0.0
O75616,0.009640137664973736,1.8458205886418e-05,1.1204722341062734e-06,5.107626202516258e-05,0.9882516264915466,0.0017592950025573373,8.718170283827931e-05,0.00013091930304653943,2.0848722215305315e-06,5.822293314849958e-05,MITOCHONDRION,0.9882516264915466,MITOCHONDRION,0.0,0.0
Q13510,0.000207877455977723,8.71135198394768e-05,0.00036538089625537395,0.9882116913795471,0.008663836866617203,3.743948400369845e-05,0.00011185896437382326,0.0022032945416867733,9.517278522253036e-05,1.6145346307894215e-05,LYSOSOME,0.9882116913795471,LYSOSOME,0.0,0.0
