Protein_ID,CYTOSOL,ER,GA,LYSOSOME,MITOCHONDRION,NUCLEUS/CHROMATIN,PEROXISOME,PM,PROTEASOME,RIBOSOME,score,pred,cutoff,toppred
P23193,0.015640601457562298,0.012566972349304706,0.008512010739650577,0.008256560686277226,0.013917439617216587,0.7881124019622803,0.023813825799152255,0.016802704660221934,0.06955797667615116,0.04281946551054716,0.7881124019622803,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q9BTL3,0.43373717553913593,0.005550723668420687,0.0034946990190292126,0.004003983602160588,0.01942718878854066,0.16347109712660313,0.023040049010887742,0.011908423388376832,0.32880732300691307,0.006559317604114767,0.43373717553913593,CYTOSOL,0.5644327402114868,unknown
Q14764,0.0004928583302898915,0.0023122405546018854,0.011050389555748552,0.00046418017882388085,0.002281669876538217,0.08565914700739086,0.004573564940073993,0.0009317091353295837,0.015233517086016946,0.8770007193088531,0.8770007193088531,RIBOSOME,0.5644327402114868,RIBOSOME
Q13813,0.04845150001347065,0.004807378834811971,0.0014837079215794802,0.008261014765594155,0.6240564361214638,0.1296439473517239,0.005916757509112358,0.15285634202882648,0.016631291684461758,0.00789165892638266,0.6240564361214638,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
Q9UQ80,0.000357655271159274,0.001902906304167118,0.006614147321670316,0.0004063096203026362,0.001840075354266446,0.043937624199315906,0.004009237847640179,0.0007342800327023724,0.005722082001739182,0.9344756156206131,0.9344756156206131,RIBOSOME,0.5644327402114868,RIBOSOME
Q9NZU5,0.8790514022111893,0.004542733680182209,0.0007992615183540774,0.004257403186102238,0.02251982892266824,0.009994376901886426,0.0201012601974071,0.020266491408619913,0.037161847886920896,0.001305477572902447,0.8790514022111893,CYTOSOL,0.5644327402114868,CYTOSOL
P47813,0.0035166355319233844,0.0020011983579024673,0.014355103878187947,0.0006851657726656413,0.005669326143106446,0.5441089402884245,0.006267503325943835,0.003578282834496349,0.2426884735468775,0.17712936643511057,0.5441089402884245,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
P54578,0.01463045971468091,0.0003247680072036019,0.0009885096942525706,8.814822786007426e-05,0.0006984095798543422,0.03598343484918587,0.0015740585331514012,0.00025402695973753,0.9420736283063889,0.0033845176794784493,0.9420736283063889,PROTEASOME,0.5644327402114868,PROTEASOME
Q9UJU6-2,0.9058161377906799,0.005128015617870574,0.00019972295839398944,0.0029276015636696684,0.020541326797683723,0.005025797895314099,0.016252053160314972,0.029028047833435267,0.014606699249663735,0.00047462047868657153,0.9058161377906799,CYTOSOL,0.5644327402114868,CYTOSOL
Q15365,0.06467838492244482,0.05967376288026571,0.0477902190759778,0.04005257040262222,0.05246580671519041,0.3609142079949379,0.08153440430760384,0.07150452677160501,0.12401853315532207,0.09736759681254625,0.3609142079949379,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
P38919,0.00029315704648524843,0.0003014925092656995,0.00014938564731892257,8.575994269222065e-05,0.0006880993622644382,0.9817914068698883,0.0005118613403283234,0.0007927345759526361,0.004467256501811789,0.010918835338088684,0.9817914068698883,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P49458,0.03328239847905934,0.021682464750483632,0.025194752030074596,0.013487513177096844,0.028819981613196433,0.5391639843583107,0.04441134934313595,0.02937056263908744,0.1658305460587144,0.09875643439590931,0.5391639843583107,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
Q70UQ0-4,0.0027829454775201157,0.8089825212955475,0.0033367939613526687,0.00712585641304031,0.0014463546576735098,0.002176080772187561,0.07369895977899432,0.09748514753300697,0.001210064256156329,0.001755299381329678,0.8089825212955475,ER,0.5644327402114868,ER
Q16270-2,0.004125173581996933,0.7645364701747894,0.015363946149591357,0.014098304673098028,0.0028839871229138225,0.0038964901759754866,0.1174039002507925,0.06855335552245378,0.0029527177393902093,0.006185642443597317,0.7645364701747894,ER,0.5644327402114868,ER
Q9P258,9.862509594427138e-05,4.4028710970422935e-05,1.4874765721373251e-05,2.0282095952950385e-05,0.0002886392207699373,0.996044859290123,6.489723028835215e-05,0.000710447964593186,0.0014541940993240132,0.0012591544982569758,0.996044859290123,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q9GZZ1,0.01012661587446928,0.009245570690836757,0.010055320075480267,0.0040694724302738905,0.013755436608335003,0.7258767858147621,0.018358099681790918,0.016124809510074556,0.08696503029204905,0.10542291309684515,0.7258767858147621,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P68366-2,0.9552270919084549,0.0009954377960106342,8.470291388527852e-05,0.0007754616941664239,0.006673360742638579,0.0023718080053214408,0.008573519921583284,0.008776814960896218,0.01635023031367333,0.00017161493813767914,0.9552270919084549,CYTOSOL,0.5644327402114868,CYTOSOL
Q99622,0.800540141761303,0.01284459350790712,0.0019507455667451268,0.012689456028965651,0.04241768490464892,0.014201120553479996,0.04522428377822507,0.03351139034202788,0.03336749082222923,0.0032530762255760237,0.800540141761303,CYTOSOL,0.5644327402114868,CYTOSOL
Q08J23,0.06027539446949959,0.006429612985812128,0.010939692321699113,0.0048779423523228616,0.015256704646162689,0.3822903661057353,0.018423838540911674,0.014340463792905211,0.46528113074600697,0.02188479353208095,0.46528113074600697,PROTEASOME,0.5644327402114868,unknown
P62136,0.041710056364536285,0.018395519407931715,0.005627715727314353,0.016525351908057928,0.09875899460166693,0.3000164031982422,0.014273885870352387,0.4482312686741352,0.0406109836185351,0.01584980229381472,0.4482312686741352,PM,0.5644327402114868,unknown
P0CG35,0.9669778794050217,0.0003580016191881974,2.4547062733156507e-05,0.00017326695688701932,0.0037500266062977516,0.0012621459909283317,0.0027299664404552004,0.0037710810404405493,0.020901906786560787,5.1154603871407826e-05,0.9669778794050217,CYTOSOL,0.5644327402114868,CYTOSOL
P54819-2,0.003849607458960236,0.0002170799319287653,0.0002496484976290958,0.019077955919783562,0.9725281298160553,0.000542985367815163,0.0002641211265199672,0.002388121185504133,0.0005812062506720395,0.0003011923774920433,0.9725281298160553,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
C9JLW8,0.002526389238482807,0.010566697339527309,0.026522972155362368,0.0023038239232846536,0.008920200692955405,0.12277573207393289,0.01500382338417694,0.006111565773608163,0.024802664818707854,0.7804661840200424,0.7804661840200424,RIBOSOME,0.5644327402114868,RIBOSOME
P54727,0.5311228893697262,0.0021866491733817384,0.0018326711510781024,0.001078105742635671,0.00786221562884748,0.02398847448057495,0.012854981352575123,0.0040214474574895576,0.4132121239672415,0.0018404199508950114,0.5311228893697262,CYTOSOL,0.5644327402114868,unknown
P13010,0.005250490830803756,0.005690914898877963,0.006336305654258467,0.0020775312841578852,0.007749698663246818,0.7592525333166122,0.014649150616605766,0.007714145991485566,0.06685545574873686,0.12442375859245658,0.7592525333166122,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P07311,0.9464590847492218,0.0009022728718068862,7.73587821617384e-05,0.0007627454985872362,0.007714382133599429,0.0032789680659846,0.008206433963550808,0.0122659595943162,0.020169927297659984,0.00016286102633171484,0.9464590847492218,CYTOSOL,0.5644327402114868,CYTOSOL
Q9Y6M1-1,0.0003313355133514051,0.002734689143835567,0.00984851602697745,0.0004156657782914408,0.0020036784990224987,0.025327514624223113,0.004088711961230729,0.0010468222171766683,0.004454864778381307,0.9497481435537338,0.9497481435537338,RIBOSOME,0.5644327402114868,RIBOSOME
O95182,0.0025235512812287197,9.866452811024828e-05,7.774868913656974e-05,0.002133185655111447,0.9902822375297546,0.0007913570975688344,0.00010136276415551038,0.003217162666260265,0.0004942037353430351,0.0002804800149078801,0.9902822375297546,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
P62312,0.0264339882414788,0.01566785864997655,0.009862891485681757,0.010823782125953585,0.020321679825428873,0.7428237423300743,0.027423079358413815,0.027112018782645464,0.07908052951097488,0.040450423723086715,0.7428237423300743,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q9Y265,0.030346007319167256,0.015254757250659168,0.012786086939740926,0.011801538697909564,0.0198138925479725,0.6661166772246361,0.02949539409019053,0.02189714601263404,0.1496117664501071,0.04287673020735383,0.6661166772246361,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q13442,0.0027076972219219897,0.003101576177868992,0.024289521854370832,0.0009535278659313917,0.006657250531134196,0.3652887474745512,0.007253765157656744,0.0029400249186437577,0.15345641737803817,0.43335147202014923,0.43335147202014923,RIBOSOME,0.5644327402114868,unknown
P60981-2,0.8636545091867447,0.004211967610459055,0.000295055048746112,0.0030883321911829853,0.03240308115073276,0.006895833691487496,0.011868433349263796,0.05725875114558221,0.01974645859692803,0.0005775387368855966,0.8636545091867447,CYTOSOL,0.5644327402114868,CYTOSOL
Q96CT7,0.00010306199609289024,0.0008982644976640586,0.006226843142940197,0.00017401392301508167,0.0008906310449674493,0.012679510604357347,0.0015035518881632015,0.00020890057885480928,0.0027121399871248286,0.9746031165122986,0.9746031165122986,RIBOSOME,0.5644327402114868,RIBOSOME
P52907,0.3471505604684353,0.05209587188437581,0.037450240924954414,0.045446100179106,0.08719767071306705,0.07816293742507696,0.09972505271434784,0.06554810982197523,0.15022537345066667,0.03699810872785747,0.3471505604684353,CYTOSOL,0.5644327402114868,unknown
Q9BX40-3,0.0005706844799533428,0.004377123899757862,0.016836491820868105,0.0008064750836638268,0.003028998093213886,0.018453445110935718,0.007288152890396304,0.0013132099265931174,0.006254835694562644,0.9410706013441086,0.9410706013441086,RIBOSOME,0.5644327402114868,RIBOSOME
Q9H098,0.7240042611956596,0.01541561825433746,0.0055511754735562135,0.012191076384624466,0.04302538721822202,0.021501843933947384,0.05284968321211636,0.03140641684876755,0.08743847717778408,0.006616029677388724,0.7240042611956596,CYTOSOL,0.5644327402114868,CYTOSOL
P46108,0.9725032299757004,0.0004917520630489669,1.8215223317539727e-05,0.00022856069601251416,0.0029096635108771807,0.0011453475060783092,0.006331079859620559,0.004991188378243194,0.011331595457335319,4.934015017393561e-05,0.9725032299757004,CYTOSOL,0.5644327402114868,CYTOSOL
Q07866-8,0.7652437388896942,0.001317968425610161,0.0005344241591724863,0.0009835332664351881,0.013561008156102616,0.024386262201005593,0.00686732417307212,0.011128999463835498,0.1750569917663256,0.000919751836235605,0.7652437388896942,CYTOSOL,0.5644327402114868,CYTOSOL
Q14061,0.0035925027577832225,0.00022019598259248596,0.0002484898659531609,0.041053475346416235,0.9456733018159866,0.0007452828597251937,0.00030440952696153545,0.007299311000679154,0.0006189909568092844,0.000243970390783943,0.9456733018159866,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
P04040,0.0033145663683171733,0.04155177526263287,7.841089620796993e-05,0.00030139618053226513,5.2392043947691036e-05,0.000293541384536411,0.9535478055477142,0.0002844638496526386,0.00016727579659914227,0.00040836142488842597,0.9535478055477142,PEROXISOME,0.5644327402114868,PEROXISOME
Q14247,0.29290414974093437,0.07955948170274496,0.019028745329706,0.09180783713236451,0.19078582897782326,0.04664771887473762,0.07054979726672173,0.14057122450321913,0.04637926409486681,0.021766007412225008,0.29290414974093437,CYTOSOL,0.5644327402114868,unknown
O15498,0.349463265389204,0.09632150176912546,0.023333920573350042,0.03598291892558336,0.05138107994571328,0.05001583881676197,0.2377241887152195,0.061746024526655674,0.0654865688411519,0.028544713044539094,0.349463265389204,CYTOSOL,0.5644327402114868,unknown
Q13526,0.407615065574646,0.01742337620817125,0.006475578391473391,0.009837669203989208,0.03520379192195833,0.22276783734560013,0.0534212626516819,0.042273037135601044,0.19121762498980388,0.013764718576567248,0.407615065574646,CYTOSOL,0.5644327402114868,unknown
P61586,0.18199701234698296,0.14062135200947523,0.012874317995738238,0.05455937050282955,0.07652982883155346,0.06155389780178666,0.12663727533072233,0.29635901376605034,0.031271146319340914,0.01759676041547209,0.29635901376605034,PM,0.5644327402114868,unknown
Q15075,0.029773670044960454,0.15188603196293116,0.0015623972358298488,0.0026534018616075628,0.0011399806026020087,0.0027481767428980675,0.797701358795166,0.004783978685736656,0.0028896880612592213,0.0048613138278597035,0.797701358795166,PEROXISOME,0.5644327402114868,PEROXISOME
P62140,0.0355041726725176,0.019076484721153975,0.013517703860998154,0.016904410265851766,0.04160036740358919,0.6450916826725006,0.029197617433965206,0.07397748995572329,0.07975312834605575,0.045376918744295835,0.6450916826725006,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q15185-4,0.9605906158685684,0.0008781486833395746,4.904366406420052e-05,0.0007847783777688022,0.006758475312835799,0.002066613190663702,0.008102196135723716,0.00909782605239684,0.011554419580414449,0.00011787666293168811,0.9605906158685684,CYTOSOL,0.5644327402114868,CYTOSOL
P62328,0.9579909890890121,0.00029606783435687234,2.4261367862945797e-05,0.00013535936723796382,0.002472326339230335,0.0020333535138092884,0.004008856267887495,0.005078633177401315,0.027910452492421134,4.969515270370015e-05,0.9579909890890121,CYTOSOL,0.5644327402114868,CYTOSOL
Q16181,0.01001659329267568,0.010553443331446033,0.0005452235272969119,0.035556613438529894,0.056803820887580514,0.011154808551509632,0.0034728356595223886,0.8701121062040329,0.0012988418193344842,0.00048573110416327836,0.8701121062040329,PM,0.5644327402114868,PM
P84085,0.07837638352066278,0.511277861893177,0.01565717300400138,0.03276149136945605,0.028531506191939116,0.02041582204401493,0.09467769972980022,0.1903128856793046,0.01750374365656171,0.010485434147994965,0.511277861893177,ER,0.5644327402114868,unknown
Q9NVZ3,0.002429850894259289,0.007421076239552349,0.01595528540201485,0.0019087921573373023,0.008181690471246839,0.17797440476715565,0.01477430562954396,0.004743474084534682,0.025236357119865716,0.7413747608661652,0.7413747608661652,RIBOSOME,0.5644327402114868,RIBOSOME
P12268,0.48823766224086285,0.001235110787092708,0.0011563983174482928,0.0006057743448764086,0.006072217016480863,0.020480192208196968,0.008176032511983067,0.003121592842944665,0.4697524999792222,0.0011625100196397398,0.48823766224086285,CYTOSOL,0.5644327402114868,unknown
P51114-2,0.0031378979110741057,0.043616983108222485,0.03236376726999879,0.0030377694056369364,0.012744413572363555,0.20273181982338428,0.023113199742510915,0.026945634628646076,0.022767832095269114,0.6295406818389893,0.6295406818389893,RIBOSOME,0.5644327402114868,RIBOSOME
O75436,0.04557733703404665,0.3324303664267063,0.03812557575292885,0.027126580360345542,0.02514800534117967,0.054275037720799446,0.29505617171525955,0.0598286297172308,0.036201659590005875,0.08623062446713448,0.3324303664267063,ER,0.5644327402114868,unknown
Q13242,3.5860551873767577e-05,1.915373550520627e-05,4.375590155092368e-06,6.912432186423345e-06,8.182758897934406e-05,0.9984181076288223,2.041048485779129e-05,0.0005488255931140884,0.0005753450193708431,0.00028920869226567447,0.9984181076288223,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
O60925,0.9482103884220123,0.001139459430518741,0.00011336027622417446,0.0006171479506420496,0.005290659688967025,0.0026746318973494,0.009384106720517593,0.005519351133784767,0.026839775546185995,0.00021113095409325267,0.9482103884220123,CYTOSOL,0.5644327402114868,CYTOSOL
Q8TCA0,0.941405713558197,0.0021279552000290636,5.870170093262949e-05,0.0014406100649342335,0.00999385194700153,0.0032226792289549167,0.012269329766809278,0.020127457886786715,0.009182666328261174,0.00017106767330027708,0.941405713558197,CYTOSOL,0.5644327402114868,CYTOSOL
P63241,0.005823538187541999,0.015908342320472002,0.04094224842265248,0.0047948419087333605,0.015904054045677185,0.14375006780028343,0.029718997422605753,0.01008578366599977,0.050239743664860725,0.6828323528170586,0.6828323528170586,RIBOSOME,0.5644327402114868,RIBOSOME
Q96AT1,0.5648653134703636,0.003832475733361207,0.0023153171709964226,0.001892054766358342,0.011903588194400072,0.0435609727865085,0.019035517470911145,0.007470048047252931,0.34218989964574575,0.0029348076022870373,0.5648653134703636,CYTOSOL,0.5644327402114868,CYTOSOL
Q5EBL8,0.0069033638428663835,0.015341999125666916,0.04202939919196069,0.0052847056358587,0.02309588377829641,0.28222881630063057,0.020546249696053565,0.014594765030778944,0.056312029249966145,0.5336627848446369,0.5336627848446369,RIBOSOME,0.5644327402114868,unknown
Q07866-3,0.7553668022155762,0.0017459717691963306,0.0007255477574013014,0.0009525495233901893,0.00962263866676949,0.016281872551189736,0.010936230057268403,0.009994157469918719,0.19342124984950715,0.0009529065763160816,0.7553668022155762,CYTOSOL,0.5644327402114868,CYTOSOL
Q9BUF5,0.9565065801143646,0.0008873177145716227,6.317426242074609e-05,0.0006178764375981416,0.006297264782176626,0.0021909718085595387,0.0080176425759646,0.009211371514595612,0.016072851090254747,0.00013499778602193285,0.9565065801143646,CYTOSOL,0.5644327402114868,CYTOSOL
O60716-5,0.013860856110113673,0.011788458037699456,0.004489280225243419,0.010322229762095958,0.09836109913885593,0.02634517609840259,0.004515935790550429,0.8171516880393028,0.008685453663929366,0.004479822724533733,0.8171516880393028,PM,0.5644327402114868,PM
Q08211,0.0006591081942133314,0.0024534115873393603,0.0041508601570967585,0.0004615099787770305,0.0028446221331250854,0.21849419549107552,0.004974949901225045,0.001803721854230389,0.009514642340946011,0.7546430826187134,0.7546430826187134,RIBOSOME,0.5644327402114868,RIBOSOME
Q969G3-2,0.00014671731145554645,3.899040599053549e-05,7.402025193337103e-06,1.7340347936101175e-05,0.0001456703461784059,0.9970782548189163,7.642954071940267e-05,0.0007514395281305042,0.0014637124858225548,0.0002740598660722071,0.9970782548189163,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P31949,0.9562743753194809,0.0012648204470608881,4.2594075190741483e-05,0.0007175390670730586,0.005686325488966304,0.0025311357332924445,0.012382043099364637,0.01119323704850217,0.00978772259990672,0.00012023014038094193,0.9562743753194809,CYTOSOL,0.5644327402114868,CYTOSOL
P08133,0.838585376739502,0.01105945522579077,0.0005535607423317046,0.0038009218659453836,0.02306951644459332,0.008902323763322784,0.04216066192020662,0.046151936519891024,0.02458231220438023,0.0011339786912953898,0.838585376739502,CYTOSOL,0.5644327402114868,CYTOSOL
Q96DA6,0.0024934018993008067,6.345488365155916e-05,0.00011918391010112828,0.0005726759645767743,0.9886698871850967,0.0022982050425071066,9.886553027627087e-05,0.0035541141805879306,0.001333032472530249,0.0007971842335336987,0.9886698871850967,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
O75934,0.0005186210951251269,0.0005617426327262365,0.00029837994088666164,0.0001561645372021303,0.0011705217275448376,0.9620523899793625,0.0011272446790826507,0.0012800876575056463,0.007809813825588208,0.025024984031915665,0.9620523899793625,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q13637,0.012429040332790464,0.6232441514730453,0.007746995834168047,0.021391711430624127,0.012341490597464144,0.014769020257517695,0.042219769675284624,0.2541802115738392,0.006180930053233169,0.0054966299794614315,0.6232441514730453,ER,0.5644327402114868,ER
P21266,0.9709230214357376,0.0005649219255159377,1.973860882536523e-05,0.0003518537210033257,0.003997258226640099,0.001270849354904513,0.005915996527846801,0.008248394523956648,0.00865600663842987,5.200728702026451e-05,0.9709230214357376,CYTOSOL,0.5644327402114868,CYTOSOL
Q9Y3A5,0.0006647251775575569,0.003297697607195005,0.013471776037476957,0.0007493345838156529,0.0036649899557232857,0.07002022210508585,0.0047694795139250346,0.0014679939740744885,0.014316240238258615,0.8875775933265686,0.8875775933265686,RIBOSOME,0.5644327402114868,RIBOSOME
Q9P016,0.00027146209049533354,0.00014902352222634363,6.757405745361211e-05,7.877132051703484e-05,0.0005057598662006058,0.9923405796289444,0.00021993925997776387,0.0012084647069059429,0.002972688731006201,0.0021857433694094652,0.9923405796289444,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q08752,0.932226687669754,0.0015311050120629943,0.00021597941580366736,0.0011678730488853262,0.009368444314986846,0.004104008914168844,0.010890821658904315,0.010447224251265652,0.02968389246459946,0.0003639373826807013,0.932226687669754,CYTOSOL,0.5644327402114868,CYTOSOL
P31150,0.9736081510782242,0.0005049352676896324,1.702562258948418e-05,0.0002945230710518776,0.003589113044895953,0.001073619766563283,0.005321405823991654,0.006312911611617622,0.009233224265715162,4.509592833033653e-05,0.9736081510782242,CYTOSOL,0.5644327402114868,CYTOSOL
P33992,0.21181293576955795,0.004736487724585459,0.0038659341807942837,0.003495958611893002,0.013184724259190261,0.27842642460018396,0.02434642962180078,0.008219603390898556,0.4437964092940092,0.008115151802485343,0.4437964092940092,PROTEASOME,0.5644327402114868,unknown
Q9BWJ5,0.002158319708541967,0.0017895426026370842,0.0006839388283879089,0.0007115271218935959,0.00290558621782111,0.9610426425933838,0.002419941814878257,0.00416781278909184,0.014087563889916055,0.010033103433670476,0.9610426425933838,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q9UMS4,0.0004116576833439467,0.0004524055145793682,0.00024244704695775,0.00013036402117450052,0.0009532316753393388,0.9693402051925659,0.0008944773107941728,0.000981166165729519,0.006333706969599007,0.020260318415239453,0.9693402051925659,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q9Y6D9,0.18420368432998657,0.0819271169602871,0.01791477476945147,0.019339003367349505,0.023824061849154532,0.030538655468262732,0.5408907644450665,0.014938901760615408,0.05102410167455673,0.035398913198150694,0.5408907644450665,PEROXISOME,0.5644327402114868,unknown
O75935-3,0.026123527204617858,0.0044166792067699134,0.014884367439663038,0.0032932375397649594,0.011535167053807527,0.3774240529164672,0.011986411816906184,0.009104774027946405,0.5099313352257013,0.0313004330964759,0.5099313352257013,PROTEASOME,0.5644327402114868,unknown
P62633-7,0.5557810142636299,0.024453235208056867,0.005635394802766314,0.01161620783386752,0.03823426249437034,0.11903304141014814,0.046605228912085295,0.04594726685900241,0.1428522016867646,0.00984212400726392,0.5557810142636299,CYTOSOL,0.5644327402114868,unknown
P46063,0.00028693578940419684,0.0001680920874491676,9.540356495563174e-05,9.127854536927771e-05,0.0007474490939785028,0.9891418516635895,0.00026873400474869413,0.0010938856157736154,0.0039003169222269207,0.004206023761071265,0.9891418516635895,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q7L1Q6,0.0024692576080269646,0.0031340399000328034,0.0025950265990104526,0.0012479929628170794,0.004935313503665384,0.8763193041086197,0.006253472020034678,0.0047877245815470815,0.026500735810259357,0.07175715640187263,0.8763193041086197,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q15691,0.23048783838748932,0.01692538510542363,0.016239085234701633,0.01294261694420129,0.03558487864211202,0.22037313412874937,0.0451605380512774,0.027547248522751033,0.37223714403808117,0.02250210044439882,0.37223714403808117,PROTEASOME,0.5644327402114868,unknown
O00483,0.005124827805047971,0.00040174268769987975,0.00048076807070174254,0.01435008755652234,0.96493299305439,0.002608272453471727,0.00045281786333362106,0.009319467120803893,0.0013948105743111228,0.0009342000930701033,0.96493299305439,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
O00422,2.3239982069434006e-05,1.2064178664727976e-05,3.5256611559120188e-06,3.6382437584858707e-06,6.598467426410792e-05,0.9987261295318604,1.4844778966960348e-05,0.0002288819405293907,0.0005271680385021682,0.00039449324594897917,0.9987261295318604,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P84101-4,0.0023934645687404554,0.003582326535251923,0.002483418400515802,0.0010731811344157904,0.006404343330359552,0.8429822027683258,0.005275174378766678,0.008048862859141082,0.020007741346489638,0.10774927400052547,0.8429822027683258,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P04899,0.005493860709975706,0.009085257491278753,0.00040614068166178185,0.01250956436706474,0.023403604893246666,0.0089249916782137,0.0022749408676645544,0.9365916699171066,0.0009799395575100789,0.0003300320154266956,0.9365916699171066,PM,0.5644327402114868,PM
O00303,0.003488186373942881,0.0031614202744094655,0.015060447287396528,0.0009354464800708229,0.006712250644341111,0.5312431864440441,0.009302417107392102,0.004484177887206897,0.15171170909889042,0.27390076871961355,0.5312431864440441,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
Q15654,0.3425566740334034,0.08778538834303617,0.0318943279562518,0.058057776652276516,0.08945801109075546,0.06290396768599749,0.14001965895295143,0.07879957556724548,0.07234766497276723,0.03617696836590767,0.3425566740334034,CYTOSOL,0.5644327402114868,unknown
Q96CW1-2,0.0022756910730095115,0.003918594476999715,0.005206380388699472,0.000944455454373383,0.01190174278599443,0.5062413886189461,0.0059140117664355785,0.007929179235361516,0.024120486225001514,0.4315480589866638,0.5062413886189461,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
Q9UHR4,0.005408131000876892,0.1151399519003462,0.017808522759878542,0.006772592925699428,0.014906113152392209,0.01636533046257682,0.008914421239751391,0.8007481768727303,0.007314947608392686,0.006621808402996976,0.8007481768727303,PM,0.5644327402114868,PM
Q12907,0.0008219047631428111,0.8256452828645706,0.08935536700300872,0.005652341082168277,0.002697577714570798,0.0020498970116022974,0.010609825912979431,0.05067495186813176,0.0027939697793044616,0.00969887466635555,0.8256452828645706,ER,0.5644327402114868,ER
P40222,0.0035650076606543735,0.02370623708702624,0.009531713905744255,0.002859678861568682,0.009947865328285843,0.6215011179447174,0.016952231992036104,0.029737578239291906,0.020796372438780963,0.26140221394598484,0.6215011179447174,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q9UMX5,0.0033500416320748627,0.8624473065137863,0.005792195268440992,0.01108395354822278,0.002316273079486564,0.002460221803630702,0.06751416018232703,0.040644451742991805,0.0017088226377381943,0.0026826198591152206,0.8624473065137863,ER,0.5644327402114868,ER
P06737-2,0.3813599329441786,0.03736076899804175,0.009101503337660688,0.009143118630163372,0.03399242693558335,0.19485877826809883,0.06359896529465914,0.04388222168199718,0.20337700998061337,0.023325285059399903,0.3813599329441786,CYTOSOL,0.5644327402114868,unknown
P61254,0.00011390497547836276,0.0012038881759508513,0.005350978026399389,0.0001587289109465928,0.0007928145605546888,0.00873918819706887,0.0023929458839120343,0.00024603078099971754,0.0019825720282824477,0.9790189117193222,0.9790189117193222,RIBOSOME,0.5644327402114868,RIBOSOME
Q9UNF0,0.04205414792522788,0.3295897766947746,0.10038050450384617,0.05081475991755724,0.04924646345898509,0.05520835379138589,0.11911751516163349,0.10220545344054699,0.04807667434215546,0.1033063679933548,0.3295897766947746,ER,0.5644327402114868,unknown
P56385,0.002539286950195674,3.026097677860662e-05,2.2445471074661327e-05,0.0002339711027161684,0.9856082051992416,0.0026626942531038367,4.505211256855546e-05,0.00817340112553211,0.00047652851480961544,0.000208166460765824,0.9856082051992416,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
O00154-6,0.9646236002445221,0.0006673684945077696,3.6122301638354625e-05,0.0004512907175051595,0.004685341370873175,0.0017354930011421743,0.0070009894095051095,0.008596909222333693,0.01211890510892516,8.399485000055475e-05,0.9646236002445221,CYTOSOL,0.5644327402114868,CYTOSOL
P31943,0.0006026155368772379,0.0005399491162734193,0.00021798496834435355,0.00021492260452760092,0.0011927403965046324,0.9834201335906982,0.0006252883476918214,0.0029110266332281753,0.004846390229431563,0.00542894029058516,0.9834201335906982,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P12956,0.005397247419750784,0.006733777743647806,0.006765745027223602,0.0024354296256206,0.008581796719226986,0.7532650157809258,0.016628647659672424,0.008962196065112948,0.05687584832776338,0.13435430312529206,0.7532650157809258,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
