Protein_ID,Cytosol,ER,Golgi,Mitochondrion,PM,Plastid,Ribosome,Vacuole,score,pred,cutoff,toppred
AT1G59900,0.000993958,0.000157836,0.003827641,0.878012791,0.000199137,0.116699317,7.45E-05,3.48E-05,0.878012791,Mitochondrion,0.745320857,Mitochondrion
AT3G48990,0.877500042,0.001573196,0.000206714,0.011740721,0.001818464,0.106854198,7.07E-05,0.000236032,0.877500042,Cytosol,0.745320857,Cytosol
AT4G38510,0.001415608,0.006464967,0.000295617,0.00072346,0.093655218,0.001028427,0.020215002,0.876201734,0.876201734,Vacuole,0.745320857,Vacuole
AT5G65430,0.001781052,0.000406814,0.000379849,0.876045436,0.000445223,0.120814699,8.54E-05,4.15E-05,0.876045436,Mitochondrion,0.745320857,Mitochondrion
AT1G06130,0.00088656,0.000151387,0.002476269,0.875236094,0.000201274,0.120958985,6.01E-05,2.94E-05,0.875236094,Mitochondrion,0.745320857,Mitochondrion
AT3G02090,0.003956154,0.000837759,0.00524724,0.874944076,0.001164621,0.113066829,0.00052565,0.00025765,0.874944076,Mitochondrion,0.745320857,Mitochondrion
AT3G54640,0.001712631,0.00012318,2.23E-05,0.874425784,0.000234253,0.123460521,1.93E-05,1.94E-06,0.874425784,Mitochondrion,0.745320857,Mitochondrion
AT3G22200,0.001663182,0.000283608,0.005787879,0.873402312,0.000390418,0.118248517,0.000153868,7.03E-05,0.873402312,Mitochondrion,0.745320857,Mitochondrion
AT3G28480,0.00046588,0.002505354,0.07644606,0.046895829,0.000998551,0.872630864,4.26E-05,1.48E-05,0.872630864,Plastid,0.745320857,Plastid
AT5G11920,0.871805459,0.009314665,0.000357283,0.030551814,0.009853447,0.075354663,0.000937389,0.001825262,0.871805459,Cytosol,0.745320857,Cytosol
AT1G54220,0.006072782,0.000291701,0.001114983,0.871700764,0.000516635,0.120109375,0.000120837,7.29E-05,0.871700764,Mitochondrion,0.745320857,Mitochondrion
AT3G23300,0.003436836,0.028646321,0.870329961,0.003445946,0.005051131,0.087849621,0.000975096,0.000265073,0.870329961,Golgi,0.745320857,Golgi
AT5G42570,0.000120285,0.869893014,0.000187988,0.00025486,0.088062716,0.000765775,0.040217089,0.000498251,0.869893014,ER,0.745320857,ER
AT1G48230,0.000503828,0.000557704,0.869479798,8.33E-05,3.40E-05,0.129337637,2.33E-06,1.30E-06,0.869479798,Golgi,0.745320857,Golgi
AT1G22410,0.003114728,0.000186662,0.001850333,0.869192719,0.000401571,0.125155282,6.81E-05,3.06E-05,0.869192719,Mitochondrion,0.745320857,Mitochondrion
AT5G38530,0.000192746,2.76E-05,6.86E-05,0.868337736,5.80E-05,0.131313887,1.27E-06,1.49E-07,0.868337736,Mitochondrion,0.745320857,Mitochondrion
AT1G14980,0.000890944,0.000111861,0.000367229,0.867331281,0.000184508,0.131069634,2.82E-05,1.64E-05,0.867331281,Mitochondrion,0.745320857,Mitochondrion
AT5G13490,0.002203711,0.000360674,0.001791407,0.865202799,0.000516846,0.129750297,0.000115062,5.92E-05,0.865202799,Mitochondrion,0.745320857,Mitochondrion
AT2G30970,0.001084198,0.000148474,0.001133319,0.865068048,0.000127628,0.1323975,2.61E-05,1.47E-05,0.865068048,Mitochondrion,0.745320857,Mitochondrion
AT5G55230,0.000339969,0.044122335,5.36E-05,0.000875302,0.077042286,0.000670995,0.864393756,0.012501812,0.864393756,Ribosome,0.745320857,Ribosome
AT1G64520,5.36E-06,0.863385126,2.84E-06,2.65E-05,0.03278325,5.01E-05,0.10363012,0.000116734,0.863385126,ER,0.745320857,ER
AT2G21660,0.861828148,0.006741975,0.000834191,0.036972972,0.006912757,0.083621687,0.001654589,0.001433649,0.861828148,Cytosol,0.745320857,Cytosol
AT1G63660,0.861311212,0.013921938,0.000636375,0.048460001,0.012743544,0.056086694,0.003461418,0.003378821,0.861311212,Cytosol,0.745320857,Cytosol
AT4G28390,0.003061792,0.000293409,0.002037674,0.860969976,0.000361767,0.13314592,8.03E-05,4.92E-05,0.860969976,Mitochondrion,0.745320857,Mitochondrion
AT3G66654,0.000107464,0.000307517,0.859707013,0.005787916,9.22E-05,0.13397242,1.70E-05,8.52E-06,0.859707013,Golgi,0.745320857,Golgi
AT2G32720,2.44E-05,0.859032914,0.000100236,6.78E-05,0.120683889,0.000269338,0.019703771,0.000117667,0.859032914,ER,0.745320857,ER
AT2G43910,0.001368344,0.000226339,0.000797329,0.858526528,0.000492907,0.138451664,0.000104145,3.27E-05,0.858526528,Mitochondrion,0.745320857,Mitochondrion
AT2G44790,2.05E-05,0.858039588,0.00019119,0.000135305,0.13902994,0.001044812,0.001522846,1.58E-05,0.858039588,ER,0.745320857,ER
AT4G23460,0.855878145,0.069304301,0.000500547,0.007029453,0.020152444,0.039811329,0.004001001,0.003322756,0.855878145,Cytosol,0.745320857,Cytosol
AT5G26830,0.003944904,0.000705498,0.005670251,0.85575749,0.001030871,0.132375151,0.000331703,0.00018411,0.85575749,Mitochondrion,0.745320857,Mitochondrion
AT1G70330,0.000779438,0.028282937,0.000176724,0.000368674,0.079386065,0.000764651,0.036583044,0.853658482,0.853658482,Vacuole,0.745320857,Vacuole
AT2G19940,0.061103217,0.000324533,9.74E-06,0.85257937,8.20E-05,0.085809486,2.45E-05,6.71E-05,0.85257937,Mitochondrion,0.745320857,Mitochondrion
AT4G00170,0.000161125,0.851477891,0.001670792,0.000258234,0.140752407,0.002694157,0.002819656,0.000165768,0.851477891,ER,0.745320857,ER
AT3G52200,0.004031032,0.000360244,0.001292764,0.851277485,0.000526331,0.14231631,0.000121062,7.48E-05,0.851277485,Mitochondrion,0.745320857,Mitochondrion
AT1G45145,0.000405689,0.850940228,0.015370768,0.001333001,0.078734385,0.005266634,0.04735929,0.00059002,0.850940228,ER,0.745320857,ER
AT4G39660,0.005405485,0.000415092,0.00052542,0.849893078,0.000711259,0.142818296,0.000147836,8.35E-05,0.849893078,Mitochondrion,0.745320857,Mitochondrion
AT3G27230,6.97E-05,0.000262151,0.84888202,0.00314202,4.16E-05,0.147592728,6.87E-06,2.96E-06,0.84888202,Golgi,0.745320857,Golgi
AT5G23890,0.001626538,0.00348696,0.848202184,0.025863738,0.00110375,0.119286769,0.000282811,0.000147231,0.848202184,Golgi,0.745320857,Golgi
AT5G58440,0.094551424,0.005850599,0.004781808,0.044478401,0.003084275,0.846995279,0.000126515,0.00013169,0.846995279,Plastid,0.745320857,Plastid
AT4G32400,0.012221698,0.005769145,0.037523605,0.090814684,0.006055088,0.846980393,0.000328337,0.000307034,0.846980393,Plastid,0.745320857,Plastid
AT5G40000,0.000116101,0.051920719,5.09E-05,0.000463886,0.097179489,0.000304012,0.845517136,0.00444779,0.845517136,Ribosome,0.745320857,Ribosome
AT5G12110,0.845130123,0.07462937,0.000117758,0.009613239,0.00390334,0.022003956,0.008225973,0.036376298,0.845130123,Cytosol,0.745320857,Cytosol
AT1G79920,0.844662108,0.003023358,7.57E-05,0.041401704,0.001501306,0.108960323,4.60E-05,0.000329387,0.844662108,Cytosol,0.745320857,Cytosol
AT1G20330,9.71E-05,0.844303682,0.000684719,0.000184846,0.146007548,0.001077701,0.007430759,0.000213625,0.844303682,ER,0.745320857,ER
AT3G49430,0.040187637,0.00021336,0.000430949,0.114703544,0.000250082,0.844185024,9.16E-06,2.03E-05,0.844185024,Plastid,0.745320857,Plastid
AT5G04590,0.063385298,0.000517483,0.000446695,0.092300591,0.000853884,0.842414498,2.99E-05,5.17E-05,0.842414498,Plastid,0.745320857,Plastid
AT4G27080,0.000690851,0.000316743,0.006464968,0.84213084,0.000358638,0.149890707,0.000105189,4.21E-05,0.84213084,Mitochondrion,0.745320857,Mitochondrion
AT3G58730,0.000321063,0.007927292,4.46E-05,0.000351655,0.032219623,0.000321029,0.117116787,0.841697976,0.841697976,Vacuole,0.745320857,Vacuole
AT1G75780,0.000556186,0.841255799,0.026075452,0.003385876,0.046255993,0.080558267,0.001792152,0.000120263,0.841255799,ER,0.745320857,ER
AT5G54800,0.000411316,0.00088647,0.840249918,0.002796958,0.000192908,0.155396799,4.10E-05,2.46E-05,0.840249918,Golgi,0.745320857,Golgi
AT3G13300,0.001645463,0.000702612,0.001980766,0.838934526,0.001061923,0.155281617,0.00028254,0.000110537,0.838934526,Mitochondrion,0.745320857,Mitochondrion
AT5G03345,3.77E-05,0.838222772,0.000159729,7.21E-05,0.14445742,0.000423682,0.016453729,0.000172803,0.838222772,ER,0.745320857,ER
AT1G48460,0.012455145,0.003532488,0.076801139,0.067023962,0.002665119,0.837161377,0.000171759,0.000188982,0.837161377,Plastid,0.745320857,Plastid
AT2G36070,0.001421575,0.000357404,0.001204205,0.837079898,0.000766647,0.158997642,0.000120042,5.26E-05,0.837079898,Mitochondrion,0.745320857,Mitochondrion
AT3G07680,0.000470977,0.836544752,0.000923073,0.007874562,0.066051033,0.086378136,0.00174071,1.67E-05,0.836544752,ER,0.745320857,ER
AT2G39795,0.00168046,0.000144956,0.000578434,0.836322233,0.000232967,0.160974959,4.27E-05,2.33E-05,0.836322233,Mitochondrion,0.745320857,Mitochondrion
AT2G30860,0.836160734,0.031115452,0.000483758,0.025769631,0.021636196,0.076160169,0.006122853,0.002551245,0.836160734,Cytosol,0.745320857,Cytosol
AT5G47180,0.000372793,0.836145744,0.00186031,0.00072985,0.136675449,0.002733953,0.020924279,0.000557679,0.836145744,ER,0.745320857,ER
AT5G61240,0.018466375,0.000340848,0.000212514,0.143295078,0.001804655,0.835864559,2.82E-06,1.32E-05,0.835864559,Plastid,0.745320857,Plastid
AT3G48000,0.005516121,0.000405724,0.000721088,0.835150674,0.00055106,0.157461228,0.000118302,7.58E-05,0.835150674,Mitochondrion,0.745320857,Mitochondrion
AT3G14610,0.000232358,0.834999576,0.000570295,0.000893837,0.13900351,0.002854604,0.021177838,0.000267944,0.834999576,ER,0.745320857,ER
AT4G02930,0.002389831,0.000239301,0.002429212,0.834524453,0.000330918,0.159951878,8.54E-05,4.91E-05,0.834524453,Mitochondrion,0.745320857,Mitochondrion
AT1G13900,0.001770366,0.003233194,0.833996639,0.007017938,0.000824226,0.152849833,0.000190268,0.00011756,0.833996639,Golgi,0.745320857,Golgi
AT4G00090,0.00047612,0.83275336,0.003819932,0.000585645,0.142163374,0.003677911,0.015813507,0.000710148,0.83275336,ER,0.745320857,ER
AT5G39950,8.67E-05,0.092427318,6.41E-05,0.000158309,0.07413359,0.000206169,0.830055535,0.002868328,0.830055535,Ribosome,0.745320857,Ribosome
AT1G11905,2.31E-05,0.828084648,3.09E-05,9.16E-05,0.10042279,0.000212013,0.070917266,0.00021758,0.828084648,ER,0.745320857,ER
AT5G50850,0.003201387,0.000235531,0.000829912,0.827852979,0.000315573,0.16745565,6.66E-05,4.24E-05,0.827852979,Mitochondrion,0.745320857,Mitochondrion
AT3G15090,0.000387753,6.97E-05,0.000466812,0.8276048,0.000138224,0.171304014,2.12E-05,7.58E-06,0.8276048,Mitochondrion,0.745320857,Mitochondrion
AT4G38740,0.010231302,0.034916882,0.827306449,0.008932563,0.01248769,0.09984784,0.004543192,0.001734023,0.827306449,Golgi,0.745320857,Golgi
AT1G80300,0.005448192,0.005126631,0.108317321,0.050480868,0.003252199,0.827012643,0.000180748,0.000181416,0.827012643,Plastid,0.745320857,Plastid
AT5G33320,0.005344095,0.004526352,0.133631577,0.027912246,0.001855497,0.826573156,7.50E-05,8.21E-05,0.826573156,Plastid,0.745320857,Plastid
AT5G38480,0.014410575,0.001372616,0.001983066,0.825631902,0.001952878,0.153668153,0.000666903,0.00031393,0.825631902,Mitochondrion,0.745320857,Mitochondrion
AT3G17900,0.0055168,0.000812725,0.001419332,0.166733141,0.000661429,0.824800164,3.35E-05,2.28E-05,0.824800164,Plastid,0.745320857,Plastid
AT1G21080,0.00035863,0.021469498,0.001337944,0.824520916,0.049269701,0.101373452,0.00163836,3.15E-05,0.824520916,Mitochondrion,0.745320857,Mitochondrion
AT1G53310,0.822730809,0.04226382,0.000220612,0.042296263,0.010682092,0.074473104,0.004827767,0.002505526,0.822730809,Cytosol,0.745320857,Cytosol
AT5G46800,0.003854834,0.000357622,0.00162538,0.822715148,0.000511171,0.170731264,0.000131724,7.29E-05,0.822715148,Mitochondrion,0.745320857,Mitochondrion
AT2G43750,0.026846827,0.000546147,0.000447454,0.148548116,0.001059229,0.822440088,5.50E-05,5.71E-05,0.822440088,Plastid,0.745320857,Plastid
AT2G05710,0.003846459,0.000255363,0.000809859,0.8218977,0.000351156,0.172722416,6.94E-05,4.76E-05,0.8218977,Mitochondrion,0.745320857,Mitochondrion
AT4G24220,0.821769819,0.005884708,0.000438708,0.111804658,0.006517626,0.046312477,0.003196839,0.004075128,0.821769819,Cytosol,0.745320857,Cytosol
AT5G20500,0.000107158,0.820471719,0.000319335,0.00025556,0.163325531,0.001057591,0.01423511,0.000228017,0.820471719,ER,0.745320857,ER
AT3G51430,0.000152213,0.820400506,0.001652395,0.000284325,0.163054998,0.001946983,0.01223411,0.000274437,0.820400506,ER,0.745320857,ER
AT3G32980,0.00066624,0.000803927,0.04568328,0.820116863,0.001150213,0.130944335,0.000531311,0.000103884,0.820116863,Mitochondrion,0.745320857,Mitochondrion
AT3G54470,0.819910839,0.003926131,0.000315096,0.044967887,0.006033388,0.123491311,0.00047064,0.000884721,0.819910839,Cytosol,0.745320857,Cytosol
AT1G65820,8.06E-05,0.81968233,0.000196503,5.83E-05,0.07516327,0.000393463,0.103854268,0.000571314,0.81968233,ER,0.745320857,ER
AT3G54110,0.002488238,0.000688327,0.007760011,0.819609895,0.000944735,0.168089454,0.000266786,0.000152568,0.819609895,Mitochondrion,0.745320857,Mitochondrion
AT3G16410,0.051449629,0.001035678,0.000310987,0.127352827,0.001482211,0.818308935,2.50E-05,3.47E-05,0.818308935,Plastid,0.745320857,Plastid
AT1G15210,0.003108014,0.818165645,0.003544049,0.007311057,0.071195602,0.090430939,0.005804437,0.000440219,0.818165645,ER,0.745320857,ER
AT1G08190,0.010539116,0.817635894,0.000259201,0.101797592,0.016295641,0.043859168,0.009281816,0.000331517,0.817635894,ER,0.745320857,ER
AT3G26770,0.000951393,0.000176173,0.003976736,0.817220181,0.000195843,0.177406969,4.85E-05,2.42E-05,0.817220181,Mitochondrion,0.745320857,Mitochondrion
AT5G53560,0.000113484,0.81666784,0.000504274,0.000275974,0.171859131,0.001227966,0.009079752,0.000271592,0.81666784,ER,0.745320857,ER
AT5G49555,0.001550514,0.000182882,0.000368792,0.816093631,0.000377772,0.181353801,4.96E-05,2.30E-05,0.816093631,Mitochondrion,0.745320857,Mitochondrion
AT3G05060,0.002959223,0.000545889,0.003943609,0.814573169,0.000540159,0.177184754,0.000151782,0.000101371,0.814573169,Mitochondrion,0.745320857,Mitochondrion
AT4G32250,0.001327913,0.02052418,0.811761044,0.000726729,0.001462878,0.164130738,4.71E-05,1.94E-05,0.811761044,Golgi,0.745320857,Golgi
AT3G15730,0.810775213,0.007287746,0.000335379,0.077212959,0.012431866,0.089234587,0.000953631,0.001768548,0.810775213,Cytosol,0.745320857,Cytosol
AT1G13280,0.023377673,0.001324854,0.002779413,0.808906265,0.002197877,0.160484734,0.000579153,0.000350078,0.808906265,Mitochondrion,0.745320857,Mitochondrion
AT4G12730,4.06E-05,0.807849728,0.000590319,0.000172357,0.165982516,0.000963336,0.024326354,7.47E-05,0.807849728,ER,0.745320857,ER
AT4G36250,0.000270661,0.807840422,0.025507285,0.000777727,0.149495581,0.008661101,0.007218643,0.000228559,0.807840422,ER,0.745320857,ER
AT5G48580,8.02E-05,0.807193533,0.000172286,0.00020385,0.185562355,0.001972164,0.004735862,7.97E-05,0.807193533,ER,0.745320857,ER
AT1G23170,0.001992761,0.806711927,0.000874495,0.004650348,0.091917069,0.010288676,0.08112383,0.002440932,0.806711927,ER,0.745320857,ER
AT5G41670,0.806133375,0.000956189,0.000191461,0.027548511,0.001176486,0.163730028,6.92E-05,0.0001947,0.806133375,Cytosol,0.745320857,Cytosol
AT5G47210,0.000103186,0.002336129,5.40E-06,0.000148222,0.013806578,8.96E-05,0.177604859,0.805905983,0.805905983,Vacuole,0.745320857,Vacuole
AT5G26780,0.001879574,0.000254546,0.001622762,0.804641694,0.000417776,0.191025957,0.000109869,4.78E-05,0.804641694,Mitochondrion,0.745320857,Mitochondrion
AT4G30210,0.001605503,0.034767338,0.000845173,0.067605585,0.804186687,0.023261193,0.03204938,0.035679125,0.804186687,PM,0.745320857,PM
AT4G39230,4.92E-05,5.97E-05,0.000108205,0.804146767,1.88E-05,0.195615377,1.52E-06,4.36E-07,0.804146767,Mitochondrion,0.745320857,Mitochondrion
AT4G10710,0.002086966,4.70E-05,0.001882507,0.803174376,9.56E-05,0.192696093,1.14E-05,6.09E-06,0.803174376,Mitochondrion,0.745320857,Mitochondrion
AT4G33250,0.802380264,0.00037247,4.92E-05,0.00806363,0.000454045,0.18861334,1.15E-05,5.56E-05,0.802380264,Cytosol,0.745320857,Cytosol
AT2G34660,0.001924006,0.018902349,0.000544329,0.001048714,0.155171397,0.001732379,0.01972862,0.800948173,0.800948173,Vacuole,0.745320857,Vacuole
AT3G62120,0.008315713,0.003106522,0.022085942,0.800404288,0.004867774,0.158398747,0.00199785,0.000823147,0.800404288,Mitochondrion,0.745320857,Mitochondrion
AT1G09080,0.000122444,0.80028747,0.002935129,0.005962377,0.13385587,0.054767503,0.002042737,2.65E-05,0.80028747,ER,0.745320857,ER
AT1G24360,0.006722239,0.001241297,0.01064033,0.799898729,0.001949936,0.178561377,0.000639378,0.000346763,0.799898729,Mitochondrion,0.745320857,Mitochondrion
ATMG00070,0.010701141,0.002094894,0.002626478,0.799513452,0.002245189,0.181859412,0.000647174,0.000312261,0.799513452,Mitochondrion,0.745320857,Mitochondrion
AT4G33350,0.044962095,0.081041605,0.008181243,0.0346309,0.030898871,0.799293488,0.000667561,0.000324238,0.799293488,Plastid,0.745320857,Plastid
AT4G22310,0.024662474,0.002066348,0.0022832,0.798651904,0.000899434,0.170710853,0.000505289,0.000220513,0.798651904,Mitochondrion,0.745320857,Mitochondrion
AT5G26710,0.018540555,0.002851026,0.001220419,0.797316805,0.004770474,0.173792685,0.001085993,0.000421996,0.797316805,Mitochondrion,0.745320857,Mitochondrion
AT5G23300,0.008397076,0.000598885,0.001691544,0.797282778,0.000800092,0.190886518,0.00021399,0.000129111,0.797282778,Mitochondrion,0.745320857,Mitochondrion
AT4G34050,0.797214866,0.001598679,0.000351614,0.024941089,0.002004032,0.173413564,0.00012941,0.000346688,0.797214866,Cytosol,0.745320857,Cytosol
AT3G20000,0.001191692,0.000150107,0.001362933,0.796319649,0.000192293,0.200720862,4.02E-05,2.22E-05,0.796319649,Mitochondrion,0.745320857,Mitochondrion
AT2G30110,0.795906365,0.006797187,0.000333594,0.049407697,0.01012216,0.13586616,0.000421417,0.001145478,0.795906365,Cytosol,0.745320857,Cytosol
AT1G58270,0.021509174,0.008297688,0.006874987,0.795899056,0.017646091,0.142665779,0.005129949,0.001977248,0.795899056,Mitochondrion,0.745320857,Mitochondrion
AT4G22670,0.794985354,0.054345899,0.000347317,0.024467961,0.057609421,0.059514966,0.005087877,0.003641206,0.794985354,Cytosol,0.745320857,Cytosol
AT2G43920,0.0056817,0.000295446,0.000323847,0.794324443,0.000498578,0.198764429,7.80E-05,3.35E-05,0.794324443,Mitochondrion,0.745320857,Mitochondrion
AT5G19690,0.000482045,0.793162555,0.008146604,0.000831726,0.183206927,0.007366355,0.006348411,0.00045539,0.793162555,ER,0.745320857,ER
AT4G16180,0.003102205,0.104863768,0.005136947,0.016419633,0.792812094,0.024291973,0.047298446,0.006074946,0.792812094,PM,0.745320857,PM
AT5G65020,0.792093262,0.063112302,0.000172247,0.030239112,0.032886402,0.068924444,0.009139291,0.003432975,0.792093262,Cytosol,0.745320857,Cytosol
AT5G19760,0.002514871,0.000859758,0.016366369,0.791740231,0.001072199,0.186909372,0.000358953,0.000178218,0.791740231,Mitochondrion,0.745320857,Mitochondrion
AT4G34110,0.791732877,0.00897789,0.00012751,0.015392405,0.004013719,0.179488827,9.80E-05,0.000168869,0.791732877,Cytosol,0.745320857,Cytosol
AT3G54010,0.001009301,0.791543528,0.008373999,0.002889954,0.170668769,0.019445279,0.005722523,0.000346596,0.791543528,ER,0.745320857,ER
AT5G11680,0.002441353,0.055036348,0.790980875,0.004573864,0.0165415,0.128416903,0.001537208,0.000471916,0.790980875,Golgi,0.745320857,Golgi
AT4G25970,0.00104581,0.005124197,0.023819379,0.179418908,0.000594575,0.789634317,0.000350918,1.19E-05,0.789634317,Plastid,0.745320857,Plastid
AT3G11340,0.789412372,0.001580992,9.31E-05,0.009751455,0.001949036,0.197068896,3.04E-05,0.000113688,0.789412372,Cytosol,0.745320857,Cytosol
AT1G06550,0.066814948,0.005874857,0.005266403,0.126139935,0.007012573,0.788114101,0.000365076,0.000412094,0.788114101,Plastid,0.745320857,Plastid
AT5G01870,0.00050222,0.787747608,0.000188914,0.042283579,0.007112782,0.161890197,0.000273114,1.59E-06,0.787747608,ER,0.745320857,ER
AT4G23640,0.000303922,0.027215572,5.41E-06,0.000393747,0.021887291,9.89E-05,0.163547722,0.786547422,0.786547422,Vacuole,0.745320857,Vacuole
AT3G23830,0.00222351,0.000469387,0.001815686,0.785841614,0.000406927,0.209142293,6.65E-05,3.41E-05,0.785841614,Mitochondrion,0.745320857,Mitochondrion
AT2G17130,0.006720276,0.001406088,0.015240785,0.785665125,0.001496852,0.188631723,0.000542101,0.000297073,0.785665125,Mitochondrion,0.745320857,Mitochondrion
AT5G65620,0.004993559,0.037114216,0.017791772,0.10092453,0.052339246,0.785114199,0.001274032,0.000448443,0.785114199,Plastid,0.745320857,Plastid
AT3G10050,0.022211003,0.044534921,0.001302202,0.13610838,0.010351581,0.785008088,0.000211274,0.000272573,0.785008088,Plastid,0.745320857,Plastid
ATMG00510,0.008277883,0.000832384,0.002225711,0.784254439,0.001270671,0.202660474,0.000294704,0.000183682,0.784254439,Mitochondrion,0.745320857,Mitochondrion
AT3G13930,0.007011034,0.000301251,0.00100567,0.783977136,0.000550782,0.207021288,7.59E-05,5.70E-05,0.783977136,Mitochondrion,0.745320857,Mitochondrion
AT4G26910,0.004596381,0.000538631,0.005598561,0.783484362,0.000679529,0.204818948,0.000177699,0.00010591,0.783484362,Mitochondrion,0.745320857,Mitochondrion
AT1G26630,0.00695733,0.783257052,0.008946652,0.00350725,0.067368033,0.008194693,0.114348294,0.007420729,0.783257052,ER,0.745320857,ER
AT5G61780,0.007259232,0.000591733,0.001791607,0.782194905,0.000861698,0.206988019,0.000192191,0.000120585,0.782194905,Mitochondrion,0.745320857,Mitochondrion
AT4G24280,0.014905065,0.000197778,0.000266796,0.202755,0.00031571,0.781529084,1.47E-05,1.59E-05,0.781529084,Plastid,0.745320857,Plastid
AT5G03740,0.000472262,7.03E-05,0.000987924,0.78101588,0.000102661,0.217322433,1.91E-05,9.32E-06,0.78101588,Mitochondrion,0.745320857,Mitochondrion
AT5G50550,0.000596057,0.780152544,0.009823283,0.000605098,0.191222333,0.013058229,0.003976448,0.000566054,0.780152544,ER,0.745320857,ER
AT5G14590,0.009548237,0.000648025,0.000959932,0.779951036,0.000742787,0.207888749,0.000167747,9.35E-05,0.779951036,Mitochondrion,0.745320857,Mitochondrion
AT2G18770,0.000359946,0.779569566,0.005491462,0.000564914,0.201962072,0.00609389,0.005539091,0.000419042,0.779569566,ER,0.745320857,ER
AT3G48380,0.000726788,0.779318959,0.002433931,0.001713757,0.195771584,0.009373311,0.010099693,0.000562047,0.779318959,ER,0.745320857,ER
AT1G79530,0.003115092,4.78E-05,5.02E-05,0.779085323,4.26E-05,0.21765318,2.98E-06,2.77E-06,0.779085323,Mitochondrion,0.745320857,Mitochondrion
AT3G09840,0.012853396,0.073338793,0.00031597,0.029396445,0.027588663,0.009554396,0.778388001,0.068564352,0.778388001,Ribosome,0.745320857,Ribosome
AT2G03510,0.00032332,0.777782053,0.001165371,0.000512459,0.198389242,0.002077555,0.019034178,0.000715752,0.777782053,ER,0.745320857,ER
AT5G37740,0.000307177,0.777415574,0.000444976,0.000392483,0.143548431,0.00122188,0.075476029,0.001193448,0.777415574,ER,0.745320857,ER
AT2G44640,0.001424319,0.000777179,0.010453939,0.209583431,0.000898894,0.776744328,7.29E-05,4.50E-05,0.776744328,Plastid,0.745320857,Plastid
AT4G24800,0.776162595,0.001603356,0.00012903,0.017340237,0.001485309,0.203163912,3.36E-05,8.20E-05,0.776162595,Cytosol,0.745320857,Cytosol
AT3G03960,0.775657274,0.002209686,0.000450832,0.041000548,0.003599323,0.176120485,0.000343429,0.00061842,0.775657274,Cytosol,0.745320857,Cytosol
AT4G13930,0.774329662,0.031099709,0.000367628,0.093383196,0.026626605,0.047099893,0.017001893,0.010091483,0.774329662,Cytosol,0.745320857,Cytosol
AT5G20890,0.018399422,0.000767512,0.000774095,0.773951679,0.00107852,0.204690728,0.000203644,0.000134361,0.773951679,Mitochondrion,0.745320857,Mitochondrion
AT2G20490,0.001545037,0.005335481,0.773935862,0.088575693,0.002707977,0.127138885,0.000551197,0.000209803,0.773935862,Golgi,0.745320857,Golgi
AT2G16060,0.005689101,0.0017854,0.0038901,0.773706809,0.002391779,0.211445533,0.000774043,0.000317229,0.773706809,Mitochondrion,0.745320857,Mitochondrion
AT4G12590,7.44E-05,0.772070453,0.000770221,0.000149216,0.217490463,0.000911559,0.008346085,0.000187592,0.772070453,ER,0.745320857,ER
AT2G07727,0.002935895,0.000317505,0.001568684,0.771235116,0.000481328,0.2233103,9.43E-05,5.68E-05,0.771235116,Mitochondrion,0.745320857,Mitochondrion
AT4G35260,0.002864353,0.000307808,0.002732416,0.771092206,0.000355063,0.22252603,7.47E-05,4.74E-05,0.771092206,Mitochondrion,0.745320857,Mitochondrion
AT1G09780,0.770760201,0.001304498,0.000213518,0.012931767,0.002027872,0.21248183,6.39E-05,0.000216416,0.770760201,Cytosol,0.745320857,Cytosol
AT2G25430,0.001136386,0.080073736,0.000186042,0.007276925,0.126205737,0.002656062,0.770609893,0.011855239,0.770609893,Ribosome,0.745320857,Ribosome
AT4G28400,0.003777401,0.099391477,0.000220153,0.017965809,0.093978175,0.008758029,0.770012282,0.005896695,0.770012282,Ribosome,0.745320857,Ribosome
AT2G36460,0.769698858,0.04665543,0.000231111,0.091113713,0.020142963,0.066221883,0.003476023,0.002460008,0.769698858,Cytosol,0.745320857,Cytosol
AT4G11600,0.02977914,0.768690482,0.000973426,0.010249861,0.029141386,0.158118482,0.002534119,0.000513086,0.768690482,ER,0.745320857,ER
AT5G20080,0.002150199,0.000237813,0.000677834,0.76816912,0.0004395,0.228232177,6.19E-05,3.14E-05,0.76816912,Mitochondrion,0.745320857,Mitochondrion
AT1G11910,0.003907392,0.082862568,0.004756071,0.056028148,0.767313242,0.039209728,0.042244171,0.003678679,0.767313242,PM,0.745320857,PM
AT3G57610,0.767208479,0.001691884,7.95E-05,0.05193695,0.001163685,0.177813255,3.57E-05,7.05E-05,0.767208479,Cytosol,0.745320857,Cytosol
AT4G39980,0.00093691,0.000172572,0.001168331,0.766712271,0.000276102,0.230672048,4.06E-05,2.12E-05,0.766712271,Mitochondrion,0.745320857,Mitochondrion
AT5G23820,0.001343749,0.766516462,0.110852326,0.00113751,0.090329402,0.021396823,0.007709224,0.000714532,0.766516462,ER,0.745320857,ER
AT3G12290,0.765544176,0.078577222,0.0009921,0.018780348,0.04382947,0.080438774,0.005807776,0.006030155,0.765544176,Cytosol,0.745320857,Cytosol
AT3G66658,4.72E-05,0.224555787,9.47E-05,0.000293388,0.764067635,0.0006819,0.01000098,0.000258366,0.764067635,PM,0.745320857,PM
